losshier,accuracyhier,losslin,accuracylin,absence,absence_perc,hierarchical,hierarchical_perc,linear,linear_perc
2.481838218798803,0.7099999785423279,4.25835777759552,0.550000011920929,47,94.0,24,48.0,8,16.0
1.9911714363098145,0.7099999785423279,3.2820790100097654,0.5899999737739563,49,98.0,22,44.0,10,20.0
3.205422058105469,0.6100000143051147,2.7990866231918337,0.5899999737739563,47,94.0,14,28.000000000000004,12,24.0
2.0173775228112936,0.7099999785423279,2.331206512451172,0.6299999952316284,49,98.0,22,44.0,14,28.000000000000004
3.1836484146118162,0.6499999761581421,2.10919828414917,0.6200000047683716,45,90.0,20,40.0,17,34.0
2.069790513048647,0.7699999809265137,2.820497465133667,0.6000000238418579,48,96.0,29,57.99999999999999,12,24.0
2.4670459842681884,0.6600000262260437,2.555173602104187,0.6000000238418579,44,88.0,22,44.0,16,32.0
2.673841224014759,0.6800000071525574,2.8312734603881835,0.6000000238418579,49,98.0,19,38.0,11,22.0
2.5467239570617677,0.6499999761581421,2.873837556838989,0.6399999856948853,48,96.0,17,34.0,16,32.0
2.1021196937561033,0.75,2.721423683166504,0.6299999952316284,50,100.0,25,50.0,13,26.0
2.7867847061157227,0.6800000071525574,2.3572466659545896,0.6200000047683716,48,96.0,20,40.0,14,28.000000000000004
2.081074585914612,0.6700000166893005,2.877504997253418,0.5799999833106995,47,94.0,20,40.0,11,22.0
2.881593818664551,0.6399999856948853,2.607873868942261,0.6100000143051147,45,90.0,19,38.0,16,32.0
2.9954433679580688,0.6600000262260437,2.6388951110839844,0.5899999737739563,46,92.0,20,40.0,13,26.0
2.6375515937805174,0.7099999785423279,3.1641980743408205,0.6100000143051147,47,94.0,24,48.0,14,28.000000000000004
2.0211850156186846,0.7200000286102295,3.3508287143707274,0.6000000238418579,47,94.0,25,50.0,13,26.0
3.379755277633667,0.6800000071525574,1.7276086807250977,0.699999988079071,49,98.0,19,38.0,21,42.0
3.0483964347839354,0.7099999785423279,3.3788927245140075,0.6000000238418579,49,98.0,22,44.0,11,22.0
2.7528229713439942,0.6499999761581421,2.201208820343018,0.6899999976158142,50,100.0,15,30.0,19,38.0
2.759544186592102,0.6800000071525574,3.2738566970825196,0.5699999928474426,46,92.0,22,44.0,11,22.0
2.6023435401916504,0.6800000071525574,2.5956756973266604,0.6600000262260437,48,96.0,20,40.0,18,36.0
4.225238037109375,0.6100000143051147,1.2950493812561035,0.7300000190734863,50,100.0,11,22.0,23,46.0
2.005489501953125,0.7599999904632568,3.1755636501312257,0.5899999737739563,49,98.0,27,54.0,10,20.0
2.8873741531372072,0.6899999976158142,2.8468940544128416,0.6299999952316284,50,100.0,19,38.0,13,26.0
2.481616401672363,0.7099999785423279,2.692456636428833,0.5699999928474426,47,94.0,24,48.0,10,20.0
2.934358596801758,0.6499999761581421,2.0031981933116914,0.6700000166893005,49,98.0,16,32.0,18,36.0
3.0110541152954102,0.6700000166893005,2.3090580224990847,0.6800000071525574,48,96.0,19,38.0,20,40.0
3.8178446750360306,0.6499999761581421,2.634685037584859,0.6399999856948853,47,94.0,18,36.0,17,34.0
2.707718095779419,0.6899999976158142,2.733171217441559,0.6299999952316284,49,98.0,20,40.0,14,28.000000000000004
2.4826650428771972,0.699999988079071,2.886127471923828,0.6100000143051147,46,92.0,24,48.0,15,30.0
2.5740410041809083,0.7300000190734863,3.344149532318115,0.5799999833106995,50,100.0,23,46.0,8,16.0
2.258723425865173,0.699999988079071,2.762100229859352,0.6499999761581421,49,98.0,21,42.0,16,32.0
1.614731903076172,0.7799999713897705,3.3316578102111816,0.5899999737739563,50,100.0,28,56.00000000000001,9,18.0
2.7422805724292996,0.7099999785423279,2.686175645366311,0.6200000047683716,49,98.0,22,44.0,13,26.0
2.9047205352783205,0.7099999785423279,2.2692910480499267,0.6200000047683716,48,96.0,23,46.0,14,28.000000000000004
3.064588680267334,0.6899999976158142,3.1163059997558595,0.5799999833106995,47,94.0,22,44.0,11,22.0
