losshier,accuracyhier,losslin,accuracylin,absence,absence_perc,hierarchical,hierarchical_perc,linear,linear_perc
3.78226448059082,0.6200000047683716,1.8521736717224122,0.75,50,100.0,12,24.0,25,50.0
4.217567844837904,0.6100000143051147,1.6034603905677796,0.699999988079071,48,96.0,13,26.0,22,44.0
4.239180850982666,0.6200000047683716,2.106227877838537,0.7099999785423279,49,98.0,13,26.0,22,44.0
3.812307262420654,0.6000000238418579,2.6034054565429687,0.6499999761581421,46,92.0,14,28.000000000000004,19,38.0
3.712450180053711,0.6000000238418579,1.8771847343444825,0.6800000071525574,48,96.0,12,24.0,20,40.0
4.79276065826416,0.5899999737739563,2.1708794593811036,0.699999988079071,48,96.0,11,22.0,22,44.0
3.601264362335205,0.6399999856948853,2.0945753288269042,0.7200000286102295,50,100.0,14,28.000000000000004,22,44.0
3.3747990989685057,0.6800000071525574,1.801988124847412,0.6800000071525574,49,98.0,19,38.0,19,38.0
4.588590404452116,0.550000011920929,1.2147225856781005,0.800000011920929,47,94.0,8,16.0,33,66.0
3.7626630020141603,0.6000000238418579,1.5913124406337738,0.7099999785423279,47,94.0,13,26.0,24,48.0
3.098888330459595,0.6899999976158142,2.1465459060668945,0.6200000047683716,48,96.0,21,42.0,14,28.000000000000004
3.839577036499977,0.6200000047683716,1.7939353281259536,0.6899999976158142,48,96.0,14,28.000000000000004,21,42.0
3.602683448791504,0.6200000047683716,1.919972174167633,0.6600000262260437,49,98.0,13,26.0,17,34.0
4.4829878430237295,0.6000000238418579,1.6427581982483388,0.7200000286102295,47,94.0,13,26.0,25,50.0
4.343853483200073,0.6299999952316284,1.2623786377906798,0.7400000095367432,49,98.0,14,28.000000000000004,25,50.0
4.796193923950195,0.550000011920929,1.9458489143848419,0.7300000190734863,47,94.0,8,16.0,26,52.0
4.212068958282471,0.6399999856948853,2.410872735977173,0.6299999952316284,50,100.0,14,28.000000000000004,13,26.0
3.8138614559173583,0.6399999856948853,2.0254032135009767,0.7099999785423279,50,100.0,14,28.000000000000004,21,42.0
3.9735482597351073,0.5899999737739563,1.8031572723388671,0.7099999785423279,49,98.0,10,20.0,22,44.0
3.8636890411376954,0.6499999761581421,1.7716267403960229,0.7699999809265137,50,100.0,15,30.0,27,54.0
3.0718940544128417,0.699999988079071,2.4088557052612303,0.6600000262260437,50,100.0,20,40.0,16,32.0
4.1243311786651615,0.6000000238418579,1.7950301742553711,0.7300000190734863,48,96.0,12,24.0,25,50.0
4.063424114286899,0.6000000238418579,1.5366976261138916,0.7200000286102295,49,98.0,11,22.0,23,46.0
3.6347311210632323,0.6399999856948853,2.42650634765625,0.6200000047683716,48,96.0,16,32.0,14,28.000000000000004
4.337826461791992,0.6200000047683716,1.2923121547698975,0.7699999809265137,49,98.0,13,26.0,28,56.00000000000001
2.7440472221374512,0.7200000286102295,2.4537846565246584,0.6899999976158142,50,100.0,22,44.0,19,38.0
4.379631271362305,0.6000000238418579,1.6214789581298827,0.699999988079071,49,98.0,11,22.0,21,42.0
4.512008514404297,0.5600000023841858,1.4513164138793946,0.8100000023841858,50,100.0,6,12.0,31,62.0
3.56807487487793,0.6600000262260437,2.626047315597534,0.6600000262260437,50,100.0,16,32.0,16,32.0
3.4227089262008668,0.6499999761581421,2.042113561630249,0.6499999761581421,49,98.0,16,32.0,16,32.0
4.886811819076538,0.550000011920929,1.3916077661514281,0.7799999713897705,48,96.0,7,14.000000000000002,30,60.0
3.4115761947631835,0.6299999952316284,1.8427397572994233,0.6800000071525574,48,96.0,15,30.0,20,40.0
4.437935066223145,0.6100000143051147,2.271430130004883,0.699999988079071,48,96.0,13,26.0,22,44.0
4.560146789550782,0.5699999928474426,1.958160161972046,0.6299999952316284,47,94.0,10,20.0,16,32.0
4.509404735565186,0.5799999833106995,1.435572099685669,0.7400000095367432,47,94.0,11,22.0,27,54.0
3.6768352649733425,0.6299999952316284,2.1535815048217772,0.6700000166893005,49,98.0,14,28.000000000000004,18,36.0
4.949542846679687,0.5299999713897705,1.3739514923095704,0.7099999785423279,44,88.0,9,18.0,27,54.0
3.5273847007751464,0.6899999976158142,1.9673653554916382,0.6899999976158142,48,96.0,21,42.0,21,42.0
2.6471953506395223,0.6899999976158142,2.036043655872345,0.6299999952316284,47,94.0,22,44.0,16,32.0
3.954219970703125,0.6499999761581421,1.8957412719726563,0.7099999785423279,49,98.0,16,32.0,22,44.0
4.216452722549438,0.6100000143051147,1.7633516025543212,0.6700000166893005,50,100.0,11,22.0,17,34.0
4.7238524580001835,0.5400000214576721,1.0001534915436059,0.7699999809265137,45,90.0,9,18.0,32,64.0
3.9258405685424806,0.6499999761581421,1.9722764110565185,0.7099999785423279,50,100.0,15,30.0,21,42.0
4.95181941986084,0.5699999928474426,1.5046248888969422,0.7699999809265137,48,96.0,9,18.0,29,57.99999999999999
4.003327665328979,0.6200000047683716,1.6178305912017823,0.7200000286102295,49,98.0,13,26.0,23,46.0
3.55247709274292,0.6000000238418579,1.570805352628231,0.75,50,100.0,10,20.0,25,50.0
3.377461290359497,0.6299999952316284,2.0092960357666017,0.6899999976158142,49,98.0,14,28.000000000000004,20,40.0
4.483351678848266,0.6200000047683716,1.7127742052078248,0.6899999976158142,49,98.0,13,26.0,20,40.0
3.5508202743530273,0.6600000262260437,2.466231279373169,0.6399999856948853,48,96.0,18,36.0,16,32.0
4.050660772323608,0.6399999856948853,2.0639597070973834,0.7099999785423279,50,100.0,14,28.000000000000004,21,42.0
4.190677833557129,0.6100000143051147,2.3243273973464964,0.6700000166893005,48,96.0,13,26.0,19,38.0
