run,loss,accuracy,absence,absence_perc,hierarchical,hierarchical_perc,train_size
69,1.793572985678911,0.7400000095367432,47,94.0,27,54.0,200
70,2.051968126296997,0.7699999809265137,49,98.0,28,56.00000000000001,200
71,1.6221684646606445,0.7900000214576721,49,98.0,30,60.0,200
72,1.9399549102783202,0.7799999713897705,46,92.0,32,64.0,200
73,1.7813449539244175,0.75,46,92.0,29,57.99999999999999,200
74,0.978538088798523,0.8399999737739563,47,94.0,37,74.0,200
75,1.5444428077340127,0.7900000214576721,47,94.0,32,64.0,200
76,2.010348919034004,0.6600000262260437,44,88.0,22,44.0,200
77,1.5902903509140014,0.7300000190734863,46,92.0,27,54.0,200
78,1.2023312902450563,0.7699999809265137,48,96.0,29,57.99999999999999,200
79,2.3623213469982147,0.6600000262260437,47,94.0,19,38.0,200
80,1.5323099040985106,0.7699999809265137,50,100.0,27,54.0,200
81,1.6254088962078095,0.7300000190734863,43,86.0,30,60.0,200
82,1.4927512550354003,0.7400000095367432,47,94.0,27,54.0,200
83,1.7135609757900239,0.7300000190734863,47,94.0,26,52.0,200
84,1.2459301279485226,0.7699999809265137,48,96.0,29,57.99999999999999,200
85,1.5204723992809885,0.75,46,92.0,29,57.99999999999999,200
86,1.26176305167377,0.800000011920929,46,92.0,34,68.0,200
87,1.2486632863618434,0.800000011920929,50,100.0,30,60.0,200
88,2.447224426269531,0.7099999785423279,48,96.0,23,46.0,200
89,1.3487924873828887,0.7699999809265137,48,96.0,29,57.99999999999999,200
90,1.2218165874481202,0.7799999713897705,47,94.0,31,62.0,200
91,2.0095981407165526,0.7099999785423279,48,96.0,23,46.0,200
92,1.2876012325286865,0.8100000023841858,50,100.0,31,62.0,200
93,2.5433366042375565,0.6899999976158142,48,96.0,21,42.0,200
94,1.4770904064178467,0.7300000190734863,45,90.0,28,56.00000000000001,200
95,1.110811061859131,0.7699999809265137,43,86.0,34,68.0,200
96,1.2525473043881357,0.8399999737739563,49,98.0,35,70.0,200
97,1.987616672515869,0.7400000095367432,49,98.0,25,50.0,200
98,2.1989576625823974,0.7099999785423279,46,92.0,25,50.0,200
99,1.1429632663726808,0.7599999904632568,47,94.0,29,57.99999999999999,200
100,1.0736765766143799,0.800000011920929,47,94.0,33,66.0,200
