run,loss,accuracy,absence,absence_perc,hierarchical,hierarchical_perc,train_size
54,0.020180824925773777,0.9900000095367432,50,100.0,49,98.0,900
55,0.02766274802852422,0.9800000190734863,50,100.0,48,96.0,900
56,0.016478808149695396,1.0,50,100.0,50,100.0,900
57,0.0007401583041064441,1.0,50,100.0,50,100.0,900
58,0.0009693242143839597,1.0,50,100.0,50,100.0,900
59,0.014273409240413457,0.9900000095367432,50,100.0,49,98.0,900
60,0.0011209360556676984,1.0,50,100.0,50,100.0,900
61,0.014824460234958679,1.0,50,100.0,50,100.0,900
62,0.003300278552342206,1.0,50,100.0,50,100.0,900
63,0.0038097193697467445,1.0,50,100.0,50,100.0,900
64,0.0017582800053060055,1.0,50,100.0,50,100.0,900
65,0.1835167640214786,0.9700000286102295,50,100.0,47,94.0,900
66,0.10044984702020883,0.9800000190734863,50,100.0,48,96.0,900
67,0.0038039038225542755,1.0,50,100.0,50,100.0,900
68,0.0071924165263772015,1.0,50,100.0,50,100.0,900
69,0.003745837660626421,1.0,50,100.0,50,100.0,900
70,0.0019214888103306293,1.0,50,100.0,50,100.0,900
71,0.0047010149035486394,1.0,50,100.0,50,100.0,900
72,0.0035015132836997507,1.0,50,100.0,50,100.0,900
73,0.07079279145109467,0.9800000190734863,50,100.0,48,96.0,900
74,0.028388469498604536,0.9900000095367432,50,100.0,49,98.0,900
75,0.002589114953298122,1.0,50,100.0,50,100.0,900
76,0.0012475383299170061,1.0,50,100.0,50,100.0,900
77,0.007706372495740652,1.0,50,100.0,50,100.0,900
78,0.0004176510428078473,1.0,50,100.0,50,100.0,900
79,0.001125591266900301,1.0,50,100.0,50,100.0,900
80,0.06657865066081285,0.9900000095367432,50,100.0,49,98.0,900
81,0.04018163344822824,0.9900000095367432,50,100.0,49,98.0,900
82,0.0009420348983258009,1.0,50,100.0,50,100.0,900
83,0.04118200957775116,0.9900000095367432,50,100.0,49,98.0,900
84,0.023126139380037783,0.9900000095367432,50,100.0,49,98.0,900
85,0.009511255891993642,1.0,50,100.0,50,100.0,900
86,0.001664112526923418,1.0,50,100.0,50,100.0,900
87,0.0015266758436337114,1.0,50,100.0,50,100.0,900
88,0.008612866387702525,1.0,50,100.0,50,100.0,900
89,0.012731934708426706,0.9900000095367432,50,100.0,49,98.0,900
90,0.0038997460529208183,1.0,50,100.0,50,100.0,900
91,0.0012464264547452331,1.0,50,100.0,50,100.0,900
92,0.0010821676952764393,1.0,50,100.0,50,100.0,900
93,0.0007890100218355656,1.0,50,100.0,50,100.0,900
94,0.0014523543108953163,1.0,50,100.0,50,100.0,900
95,0.026094434671103953,0.9900000095367432,50,100.0,49,98.0,900
96,0.02506672447314486,0.9900000095367432,50,100.0,49,98.0,900
97,0.0017616153042763472,1.0,50,100.0,50,100.0,900
98,0.004430870222859084,1.0,50,100.0,50,100.0,900
99,0.2353137762285769,0.9599999785423279,50,100.0,46,92.0,900
100,0.0015844652429223061,1.0,50,100.0,50,100.0,900
