run,loss,accuracy,absence,absence_perc,hierarchical,hierarchical_perc,train_size
1,0.7243729782104492,0.8799999952316284,50,100.0,38,76.0,300
2,0.5460142421722413,0.8999999761581421,50,100.0,40,80.0,300
3,1.165882966518402,0.800000011920929,49,98.0,31,62.0,300
4,0.7658431190252304,0.8799999952316284,50,100.0,38,76.0,300
5,1.2582019615173339,0.8299999833106995,49,98.0,34,68.0,300
6,0.6252761798183201,0.8799999952316284,50,100.0,38,76.0,300
7,1.0741913509368897,0.8199999928474426,49,98.0,33,66.0,300
8,1.0266747188568115,0.7900000214576721,50,100.0,29,57.99999999999999,300
9,0.9134294509887695,0.8500000238418579,50,100.0,35,70.0,300
10,0.5257258762419224,0.8399999737739563,47,94.0,37,74.0,300
11,0.6376604461297393,0.8999999761581421,49,98.0,41,82.0,300
12,1.0989097476005554,0.8700000047683716,50,100.0,37,74.0,300
13,1.3409497737884521,0.7900000214576721,49,98.0,30,60.0,300
14,0.5454783546924591,0.8899999856948853,50,100.0,39,78.0,300
15,0.5174398446083068,0.8999999761581421,50,100.0,40,80.0,300
16,0.5924715925197234,0.9100000262260437,50,100.0,41,82.0,300
17,0.4289912053546868,0.8899999856948853,48,96.0,41,82.0,300
18,0.8668299683183431,0.8399999737739563,50,100.0,34,68.0,300
19,0.5276236322894693,0.9300000071525574,50,100.0,43,86.0,300
20,0.7899180409312249,0.8299999833106995,50,100.0,33,66.0,300
21,0.6859793281555175,0.8799999952316284,50,100.0,38,76.0,300
22,0.8659756183624268,0.8700000047683716,50,100.0,37,74.0,300
23,0.6487283584149555,0.8999999761581421,49,98.0,41,82.0,300
24,0.49697998677380384,0.9100000262260437,50,100.0,41,82.0,300
25,1.0137182793911779,0.8700000047683716,50,100.0,37,74.0,300
26,1.0276436103414743,0.8700000047683716,50,100.0,37,74.0,300
27,0.7938345360755921,0.8299999833106995,48,96.0,35,70.0,300
28,0.9539543688297272,0.8600000143051147,49,98.0,37,74.0,300
29,0.720668507218361,0.8299999833106995,49,98.0,34,68.0,300
30,0.6720803880691528,0.8700000047683716,48,96.0,39,78.0,300
31,1.123813705444336,0.7900000214576721,47,94.0,32,64.0,300
32,0.438150520324707,0.8999999761581421,50,100.0,40,80.0,300
33,1.4505436038970947,0.800000011920929,49,98.0,31,62.0,300
34,0.7283396625518799,0.8299999833106995,47,94.0,36,72.0,300
35,0.9945155334472656,0.8399999737739563,49,98.0,35,70.0,300
36,0.619256798028946,0.8899999856948853,50,100.0,39,78.0,300
37,0.804308446906507,0.8899999856948853,50,100.0,39,78.0,300
38,0.6267040276527405,0.8799999952316284,50,100.0,38,76.0,300
39,0.7328782546520233,0.8600000143051147,48,96.0,38,76.0,300
