loss,accuracy,absence,absence_perc,hierarchical,hierarchical_perc
9.546795463562011,0.17000000178813934,14,28.000000000000004,3,6.0
6.083839435577392,0.03999999910593033,0,0.0,4,8.0
10.243898010253906,0.09000000357627869,0,0.0,9,18.0
6.265405578613281,0.23999999463558197,17,34.0,7,14.000000000000002
5.797589435577392,0.14000000059604645,0,0.0,14,28.000000000000004
11.61201530456543,0.05999999865889549,0,0.0,6,12.0
7.258653888702392,0.15000000596046448,1,2.0,14,28.000000000000004
5.214289379119873,0.27000001072883606,24,48.0,3,6.0
5.769654617309571,0.11999999731779099,4,8.0,8,16.0
4.389499320983886,0.4399999976158142,44,88.0,0,0.0
5.927246932983398,0.10000000149011612,0,0.0,10,20.0
4.621210012435913,0.44999998807907104,44,88.0,1,2.0
8.306014862060547,0.07000000029802322,0,0.0,7,14.000000000000002
8.94241786956787,0.029999999329447746,0,0.0,3,6.0
7.193673267364502,0.18000000715255737,3,6.0,15,30.0
4.875784034729004,0.18000000715255737,10,20.0,8,16.0
8.228201484680175,0.10999999940395355,0,0.0,11,22.0
4.322468557357788,0.5,50,100.0,0,0.0
5.805087585449218,0.49000000953674316,49,98.0,0,0.0
6.274120445251465,0.07000000029802322,0,0.0,7,14.000000000000002
8.70160831451416,0.05999999865889549,0,0.0,6,12.0
3.4601469612121583,0.2199999988079071,13,26.0,9,18.0
4.9343586444854735,0.30000001192092896,26,52.0,4,8.0
3.854106454849243,0.3199999928474426,27,54.0,5,10.0
6.135797328948975,0.20000000298023224,19,38.0,1,2.0
7.262869510650635,0.05999999865889549,0,0.0,6,12.0
6.339631118774414,0.09000000357627869,0,0.0,9,18.0
4.756235084533691,0.23999999463558197,20,40.0,4,8.0
3.7644593381881712,0.36000001430511475,35,70.0,1,2.0
3.099325613975525,0.44999998807907104,45,90.0,0,0.0
7.453457641601562,0.5,50,100.0,0,0.0
12.13296127319336,0.05000000074505806,0,0.0,5,10.0
6.464290046691895,0.12999999523162842,0,0.0,13,26.0
3.2671150588989257,0.5,50,100.0,0,0.0
3.5458834266662596,0.30000001192092896,21,42.0,9,18.0
5.242046546936035,0.27000001072883606,27,54.0,0,0.0
5.989374523162842,0.07000000029802322,0,0.0,7,14.000000000000002
7.864431076049804,0.029999999329447746,0,0.0,3,6.0
8.892796669006348,0.14000000059604645,0,0.0,14,28.000000000000004
10.91553253173828,0.05000000074505806,0,0.0,5,10.0
9.831171188354492,0.14000000059604645,0,0.0,14,28.000000000000004
5.732122554779052,0.05999999865889549,0,0.0,6,12.0
12.47866626739502,0.07000000029802322,0,0.0,7,14.000000000000002
3.274126510620117,0.2199999988079071,20,40.0,2,4.0
5.241686592102051,0.14000000059604645,0,0.0,14,28.000000000000004
5.325861835479737,0.4300000071525574,42,84.0,1,2.0
3.995560369491577,0.15000000596046448,6,12.0,9,18.0
6.4536600685119625,0.07999999821186066,5,10.0,3,6.0
6.795183334350586,0.07999999821186066,0,0.0,8,16.0
6.0717243957519536,0.12999999523162842,0,0.0,13,26.0
2.5231986045837402,0.3799999952316284,37,74.0,1,2.0
3.2538152885437013,0.3799999952316284,35,70.0,3,6.0
7.1063117408752445,0.05000000074505806,0,0.0,5,10.0
3.901111850738525,0.15000000596046448,1,2.0,14,28.000000000000004
7.6831204795837404,0.10999999940395355,0,0.0,11,22.0
2.745643014907837,0.30000001192092896,27,54.0,3,6.0
7.15794584274292,0.3700000047683716,36,72.0,1,2.0
6.873777160644531,0.10999999940395355,0,0.0,11,22.0
4.910412139892578,0.25999999046325684,20,40.0,6,12.0
3.8625435638427734,0.33000001311302185,30,60.0,3,6.0
4.037189865112305,0.10999999940395355,6,12.0,5,10.0
6.981108512878418,0.4300000071525574,43,86.0,0,0.0
6.368535447120666,0.10999999940395355,1,2.0,10,20.0
5.664600219726562,0.05999999865889549,0,0.0,6,12.0
4.61092324256897,0.1899999976158142,16,32.0,3,6.0
7.237806148529053,0.14000000059604645,0,0.0,14,28.000000000000004
10.314628448486328,0.05999999865889549,0,0.0,6,12.0
10.596077423095704,0.10999999940395355,0,0.0,11,22.0
11.865626373291015,0.03999999910593033,0,0.0,4,8.0
5.696849060058594,0.5,50,100.0,0,0.0
4.210498819351196,0.27000001072883606,19,38.0,8,16.0
6.233381576538086,0.38999998569488525,36,72.0,3,6.0
4.813525276184082,0.14000000059604645,6,12.0,8,16.0
4.823727130889893,0.4000000059604645,40,80.0,0,0.0
4.618910331726074,0.17000000178813934,0,0.0,17,34.0
6.694138650894165,0.10000000149011612,0,0.0,10,20.0
3.293637390136719,0.4000000059604645,39,78.0,1,2.0
3.8266191482543945,0.2800000011920929,25,50.0,3,6.0
11.258934555053711,0.05000000074505806,0,0.0,5,10.0
8.968722839355468,0.10999999940395355,1,2.0,10,20.0
3.232679090499878,0.49000000953674316,49,98.0,0,0.0
5.217356185913086,0.20000000298023224,15,30.0,5,10.0
7.226343994140625,0.11999999731779099,0,0.0,12,24.0
5.592674112319946,0.11999999731779099,0,0.0,12,24.0
4.832955646514892,0.20000000298023224,14,28.000000000000004,6,12.0
9.242084655761719,0.07999999821186066,2,4.0,6,12.0
5.679735145568848,0.11999999731779099,0,0.0,12,24.0
6.02283281326294,0.07000000029802322,1,2.0,6,12.0
7.480360717773437,0.07999999821186066,0,0.0,8,16.0
3.4289043378829955,0.15000000596046448,0,0.0,15,30.0
6.414202537536621,0.47999998927116394,48,96.0,0,0.0
6.347734394073487,0.10999999940395355,3,6.0,8,16.0
4.788345241546631,0.029999999329447746,0,0.0,3,6.0
