loss,accuracy,absence,absence_perc,hierarchical,hierarchical_perc
7.823865394592286,0.18000000715255737,11,22.0,7,14.000000000000002
6.645149307250977,0.23000000417232513,20,40.0,3,6.0
5.009586009979248,0.3400000035762787,33,66.0,1,2.0
9.255874862670899,0.17000000178813934,11,22.0,6,12.0
7.802584533691406,0.1899999976158142,13,26.0,6,12.0
8.642817840576171,0.10999999940395355,8,16.0,3,6.0
10.472149353027344,0.07000000029802322,2,4.0,5,10.0
8.302509460449219,0.17000000178813934,10,20.0,7,14.000000000000002
5.81814884185791,0.14000000059604645,10,20.0,4,8.0
7.674766635894775,0.15000000596046448,14,28.000000000000004,1,2.0
8.854178466796874,0.07000000029802322,4,8.0,3,6.0
8.544872760772705,0.11999999731779099,6,12.0,6,12.0
8.32063934326172,0.25,19,38.0,6,12.0
3.900270938873291,0.36000001430511475,35,70.0,1,2.0
4.15353175163269,0.27000001072883606,23,46.0,4,8.0
9.852324256896972,0.09000000357627869,5,10.0,4,8.0
6.739983787536621,0.1599999964237213,12,24.0,4,8.0
10.034781227111816,0.11999999731779099,5,10.0,7,14.000000000000002
5.674390230178833,0.17000000178813934,10,20.0,7,14.000000000000002
7.2600981140136716,0.10999999940395355,4,8.0,7,14.000000000000002
9.065266799926757,0.20999999344348907,14,28.000000000000004,7,14.000000000000002
9.886476745605469,0.07999999821186066,5,10.0,3,6.0
7.112681350708008,0.2199999988079071,17,34.0,5,10.0
6.477201652526856,0.17000000178813934,13,26.0,4,8.0
9.47895851135254,0.15000000596046448,7,14.000000000000002,8,16.0
5.286493949890136,0.20999999344348907,19,38.0,2,4.0
8.401656970977783,0.20999999344348907,8,16.0,13,26.0
6.33703384399414,0.15000000596046448,7,14.000000000000002,8,16.0
8.500242805480957,0.1899999976158142,6,12.0,13,26.0
7.98350082397461,0.15000000596046448,9,18.0,6,12.0
11.057241058349609,0.07999999821186066,4,8.0,4,8.0
8.059805431365966,0.20999999344348907,10,20.0,11,22.0
6.564964981079101,0.23000000417232513,17,34.0,6,12.0
7.316297616958618,0.2199999988079071,19,38.0,3,6.0
10.814514694213868,0.17000000178813934,7,14.000000000000002,10,20.0
10.439363079071045,0.10000000149011612,6,12.0,4,8.0
9.341272506713867,0.14000000059604645,6,12.0,8,16.0
9.095914726257325,0.09000000357627869,3,6.0,6,12.0
8.890796365737915,0.11999999731779099,10,20.0,2,4.0
9.542528114318849,0.10999999940395355,5,10.0,6,12.0
7.401573448181153,0.20999999344348907,20,40.0,1,2.0
9.47000343322754,0.20000000298023224,10,20.0,10,20.0
9.786815185546875,0.09000000357627869,6,12.0,3,6.0
7.832263336181641,0.23000000417232513,20,40.0,3,6.0
9.304886264801025,0.15000000596046448,13,26.0,2,4.0
8.326744995117188,0.1599999964237213,11,22.0,5,10.0
7.24973355293274,0.23000000417232513,15,30.0,8,16.0
5.33077449798584,0.20000000298023224,15,30.0,5,10.0
10.465546112060547,0.09000000357627869,7,14.000000000000002,2,4.0
6.367910652160645,0.23999999463558197,20,40.0,4,8.0
9.457052478790283,0.12999999523162842,5,10.0,8,16.0
10.501039962768555,0.10000000149011612,4,8.0,6,12.0
8.14982970237732,0.23999999463558197,16,32.0,8,16.0
7.229914531707764,0.11999999731779099,6,12.0,6,12.0
8.412321281433105,0.14000000059604645,6,12.0,8,16.0
8.522705459594727,0.11999999731779099,4,8.0,8,16.0
8.405576019287109,0.17000000178813934,11,22.0,6,12.0
8.771555099487305,0.17000000178813934,11,22.0,6,12.0
7.439407825469971,0.23999999463558197,21,42.0,3,6.0
9.879671058654786,0.12999999523162842,7,14.000000000000002,6,12.0
8.915467681884765,0.15000000596046448,9,18.0,6,12.0
8.367868461608886,0.09000000357627869,1,2.0,8,16.0
8.106346893310548,0.10000000149011612,6,12.0,4,8.0
5.006002826690674,0.27000001072883606,25,50.0,2,4.0
6.804436779022216,0.3499999940395355,32,64.0,3,6.0
7.5118888473510745,0.20000000298023224,16,32.0,4,8.0
5.400603866577148,0.25,19,38.0,6,12.0
6.96799825668335,0.11999999731779099,7,14.000000000000002,5,10.0
10.624403915405274,0.029999999329447746,2,4.0,1,2.0
4.175067253112793,0.3199999928474426,29,57.99999999999999,3,6.0
8.456416549682617,0.14000000059604645,7,14.000000000000002,7,14.000000000000002
8.4695166015625,0.11999999731779099,9,18.0,3,6.0
7.691582202911377,0.20000000298023224,13,26.0,7,14.000000000000002
8.662231216430664,0.20000000298023224,10,20.0,10,20.0
6.555091285705567,0.18000000715255737,7,14.000000000000002,11,22.0
7.801588630676269,0.1599999964237213,14,28.000000000000004,2,4.0
7.243630981445312,0.1899999976158142,16,32.0,3,6.0
6.934283103942871,0.18000000715255737,12,24.0,6,12.0
8.8993754196167,0.10999999940395355,5,10.0,6,12.0
6.752927386760712,0.25,17,34.0,8,16.0
9.50546573638916,0.15000000596046448,9,18.0,6,12.0
8.81842056274414,0.23000000417232513,22,44.0,1,2.0
5.70810245513916,0.30000001192092896,29,57.99999999999999,1,2.0
6.606512145996094,0.07000000029802322,0,0.0,7,14.000000000000002
5.824453372955322,0.3199999928474426,32,64.0,0,0.0
8.450663375854493,0.17000000178813934,13,26.0,4,8.0
5.395558662414551,0.15000000596046448,1,2.0,14,28.000000000000004
7.941461629867554,0.14000000059604645,5,10.0,9,18.0
6.096738662719726,0.25,23,46.0,2,4.0
8.008074684143066,0.15000000596046448,12,24.0,3,6.0
8.71827663421631,0.10000000149011612,8,16.0,2,4.0
8.112091331481933,0.1599999964237213,8,16.0,8,16.0
