word,embedding
second,"[ 1.33789062e-01 -2.44140625e-02  7.12890625e-02  7.56835938e-02
  6.68945312e-02 -1.72851562e-01 -7.03125000e-02 -9.91210938e-02
  1.81640625e-01  1.70898438e-01 -6.20117188e-02 -6.49414062e-02
  6.64062500e-02  1.07910156e-01  1.58691406e-02 -8.64257812e-02
  5.73730469e-02 -1.90429688e-01  5.98144531e-02  7.37304688e-02
 -1.01074219e-01  6.59179688e-02 -1.54296875e-01 -6.73828125e-02
  4.73632812e-02 -3.58886719e-02  5.90820312e-02  4.95605469e-02
 -5.20019531e-02  2.83203125e-01 -2.12890625e-01 -7.08007812e-02
 -1.24023438e-01 -4.05273438e-02  5.66406250e-02  5.12695312e-02
 -9.91210938e-02 -1.13281250e-01 -1.91650391e-02  3.34472656e-02
  4.41894531e-02 -2.10937500e-01  7.81250000e-02  5.93261719e-02
  7.91015625e-02  1.98242188e-01  3.56445312e-02 -4.46777344e-02
  3.85742188e-02 -3.54003906e-03  9.91210938e-02 -2.22167969e-02
  2.23632812e-01  1.49414062e-01 -1.35742188e-01  1.83593750e-01
  4.49218750e-02  2.76184082e-03 -8.10546875e-02  7.17773438e-02
 -1.00585938e-01 -1.11816406e-01 -1.23046875e-01 -2.89062500e-01
 -1.90429688e-01  1.96289062e-01  1.06933594e-01 -6.20117188e-02
  1.02050781e-01  2.02148438e-01  6.05468750e-02 -4.49218750e-02
  7.47070312e-02  1.51977539e-02 -9.52148438e-02  3.80859375e-02
 -1.02050781e-01  1.19140625e-01  1.38671875e-01 -6.17675781e-02
  1.28906250e-01  8.85009766e-03 -2.92968750e-02 -6.68945312e-02
  2.44140625e-01 -1.05957031e-01 -2.41210938e-01  1.69921875e-01
 -1.77001953e-02 -1.41601562e-02  5.49316406e-02  1.61132812e-02
 -1.84326172e-02 -9.42382812e-02 -4.32128906e-02 -3.02734375e-01
 -9.13085938e-02 -1.50390625e-01 -1.00585938e-01  1.62109375e-01
 -1.75781250e-02 -1.34765625e-01 -4.66308594e-02 -1.40625000e-01
 -1.23535156e-01 -4.39453125e-03 -5.27343750e-02 -7.81250000e-02
 -1.35742188e-01 -3.66210938e-02  2.00195312e-01 -1.11816406e-01
 -5.56640625e-02  5.24902344e-02 -5.53131104e-04  4.27246094e-03
  6.54296875e-02  7.37304688e-02  2.69531250e-01  2.18750000e-01
 -1.53320312e-01 -1.76757812e-01 -7.81250000e-02  1.09375000e-01
 -1.81884766e-02 -3.63769531e-02 -2.44140625e-02 -1.41601562e-01
  7.50732422e-03  2.87109375e-01 -4.71191406e-02 -8.05664062e-02
 -1.95312500e-01  1.85546875e-02 -4.07714844e-02 -1.61132812e-01
  1.73828125e-01  1.55273438e-01 -7.91015625e-02  9.32617188e-02
 -1.43554688e-01 -1.04980469e-01  1.71875000e-01 -3.29589844e-02
 -4.15039062e-02  1.44531250e-01 -1.65039062e-01  3.46679688e-02
 -1.02050781e-01 -1.02539062e-01 -4.83398438e-02  4.19921875e-02
  2.12402344e-02  1.29882812e-01  1.51367188e-02  2.17773438e-01
  4.56542969e-02 -5.93261719e-02  6.29882812e-02 -1.35742188e-01
 -2.55859375e-01 -9.22851562e-02  1.58203125e-01 -1.08886719e-01
 -7.87353516e-03  1.31835938e-01  1.94335938e-01  7.81250000e-03
  2.06298828e-02 -7.22656250e-02  4.60815430e-03 -2.40234375e-01
  3.32031250e-02 -1.11816406e-01 -9.71679688e-02  5.90820312e-02
  1.79687500e-01 -1.06445312e-01 -6.03027344e-02 -1.15234375e-01
  2.17285156e-02 -2.27539062e-01  7.42187500e-02  2.10937500e-01
 -1.52343750e-01  2.35595703e-02  1.76757812e-01  8.05664062e-02
  2.65625000e-01  4.90722656e-02  8.25195312e-02 -7.66601562e-02
 -1.67236328e-02 -1.53808594e-02  7.91015625e-02 -1.40380859e-02
  1.00585938e-01  4.51660156e-02 -7.03125000e-02 -1.58203125e-01
 -2.14843750e-02  6.05468750e-02  1.08886719e-01  5.24902344e-02
  7.66601562e-02 -1.72851562e-01 -1.13525391e-02 -4.98046875e-02
 -2.68554688e-02 -1.15234375e-01 -7.27539062e-02  1.51367188e-01
 -8.97216797e-03  1.75781250e-01 -9.70458984e-03 -6.25000000e-02
 -1.62353516e-02 -5.73730469e-02 -6.07910156e-02 -7.86132812e-02
 -1.87683105e-03  1.31835938e-01  1.36718750e-01  2.54821777e-03
  4.71191406e-02 -1.35742188e-01 -4.66308594e-02 -3.80859375e-02
  5.56640625e-02  1.00585938e-01 -2.04086304e-04  4.90722656e-02
 -1.16699219e-01  1.45507812e-01  4.05273438e-02 -8.25195312e-02
  6.64062500e-02 -4.27246094e-02 -1.92871094e-02  5.29785156e-02
 -1.25169754e-05 -3.11279297e-03  2.47070312e-01 -2.15820312e-01
  5.15136719e-02 -1.04980469e-01  1.28906250e-01  7.66601562e-02
  1.54296875e-01 -5.71289062e-02 -4.49218750e-02 -1.90429688e-01
 -4.54101562e-02 -4.39453125e-02 -1.25976562e-01  1.09375000e-01
  1.15722656e-01 -1.04980469e-01 -1.32446289e-02 -1.68945312e-01
  2.45361328e-02  2.06054688e-01 -8.64257812e-02  2.47802734e-02
 -1.70898438e-02  1.42822266e-02  3.07617188e-02 -5.24902344e-02
 -1.93359375e-01  1.33789062e-01 -2.09960938e-01 -3.15856934e-03
  9.08203125e-02 -1.03515625e-01  7.12890625e-02 -9.17968750e-02
 -2.55859375e-01 -1.45507812e-01 -1.33789062e-01 -1.56250000e-02
  2.36328125e-01 -3.40270996e-03 -6.73828125e-02  1.29882812e-01
 -1.77001953e-02 -1.67968750e-01  1.19628906e-01  2.77099609e-02
 -2.03857422e-02  6.39648438e-02 -1.68457031e-02  4.15039062e-02
 -1.77734375e-01  4.82559204e-04 -2.39257812e-02 -6.83593750e-02
 -1.52343750e-01  1.62353516e-02  3.39355469e-02 -1.33789062e-01]"
third,"[ 0.12451172 -0.06591797  0.05664062  0.08984375 -0.08984375 -0.18164062
 -0.08740234 -0.05810547  0.20117188  0.13671875 -0.05151367 -0.01043701
  0.11230469  0.15332031  0.01672363 -0.15820312  0.09570312 -0.18554688
  0.03735352  0.03125    -0.04052734  0.00050735 -0.19628906 -0.05639648
  0.16308594 -0.0625      0.02880859  0.11035156 -0.05175781  0.18066406
 -0.16308594 -0.05297852  0.00601196  0.04370117 -0.0045166   0.02209473
 -0.09863281 -0.16308594 -0.00184631  0.01312256  0.01379395 -0.23828125
  0.00878906  0.11230469  0.00753784  0.16601562 -0.03515625 -0.04541016
 -0.02307129  0.0039978   0.03051758  0.05834961  0.22851562  0.1328125
 -0.16015625  0.17773438  0.11132812  0.06884766 -0.13574219  0.0300293
 -0.02502441 -0.04516602 -0.12109375 -0.20605469 -0.18164062  0.13867188
  0.11474609  0.02722168  0.15039062  0.21875     0.00445557 -0.04760742
  0.02905273 -0.09423828 -0.02807617  0.06005859 -0.04248047  0.03588867
  0.12792969  0.0324707   0.19335938 -0.05834961 -0.06933594 -0.08544922
  0.23730469 -0.14355469 -0.13769531  0.17871094 -0.07666016 -0.07910156
  0.07177734  0.09960938  0.00213623 -0.16015625 -0.10351562 -0.29492188
 -0.02490234 -0.15332031 -0.18066406  0.13378906 -0.05639648 -0.17773438
 -0.06982422 -0.06201172 -0.10986328  0.05786133  0.01556396  0.00723267
 -0.14550781 -0.03808594  0.1796875   0.00543213 -0.07177734  0.00921631
 -0.05126953  0.09912109  0.09082031  0.13671875  0.31640625  0.28515625
 -0.11230469 -0.125       0.04125977  0.12207031 -0.02783203 -0.12207031
  0.09814453 -0.19140625 -0.03173828  0.23535156  0.00613403 -0.06201172
 -0.22070312  0.01879883 -0.15820312 -0.13769531  0.22363281  0.1328125
 -0.09228516  0.1015625  -0.13476562 -0.07568359  0.18164062  0.06396484
  0.12695312  0.15625    -0.09472656  0.05664062 -0.09375    -0.01281738
  0.01269531  0.07861328  0.0222168   0.08691406 -0.07470703  0.20703125
 -0.0612793  -0.00811768  0.0559082  -0.15234375 -0.28515625 -0.00164795
  0.11865234 -0.04174805 -0.04003906  0.22753906  0.14746094  0.00482178
  0.03442383 -0.06835938  0.00762939 -0.21679688  0.15722656 -0.16699219
 -0.15722656  0.0016098   0.21484375 -0.1484375  -0.13671875 -0.15917969
 -0.06640625 -0.2578125   0.1015625   0.1875     -0.18359375  0.02832031
  0.15917969  0.15136719  0.30078125  0.04101562  0.06494141 -0.13867188
 -0.06689453 -0.07128906  0.06103516 -0.07128906  0.140625    0.06396484
 -0.0213623  -0.21777344 -0.05834961  0.125       0.08496094  0.02307129
 -0.07275391 -0.14257812 -0.00860596 -0.15429688 -0.02368164 -0.08544922
 -0.0145874   0.11767578 -0.05566406  0.08789062 -0.01965332 -0.15039062
 -0.04077148 -0.03100586 -0.0090332  -0.06030273  0.02075195  0.16113281
  0.2265625  -0.0078125   0.05249023 -0.12353516 -0.07470703 -0.00156403
  0.09082031  0.13085938  0.05029297  0.15136719 -0.13085938  0.15722656
  0.04882812 -0.13964844  0.09765625 -0.11816406 -0.06884766 -0.00662231
  0.02404785 -0.01574707  0.25390625 -0.21386719  0.03564453 -0.1328125
  0.16796875  0.09423828  0.12060547 -0.14355469 -0.12011719 -0.24902344
 -0.12158203  0.01147461 -0.06347656  0.1328125   0.04882812 -0.10693359
 -0.04907227 -0.12597656 -0.0144043   0.15625    -0.14746094  0.14550781
 -0.02368164 -0.07861328  0.01135254  0.078125   -0.16113281  0.14941406
 -0.10791016  0.0213623   0.09277344 -0.20605469  0.07910156 -0.06787109
 -0.33203125 -0.12988281 -0.11865234  0.03198242  0.23730469 -0.0559082
 -0.13769531  0.09765625 -0.01220703 -0.20410156  0.11767578  0.109375
 -0.00704956  0.05151367  0.06005859  0.1484375  -0.08837891  0.00769043
 -0.04321289 -0.06884766 -0.13183594 -0.03125     0.04101562 -0.13378906]"
fourth,"[ 0.15234375 -0.04589844  0.00592041  0.03149414  0.08447266 -0.1875
 -0.16796875 -0.05444336  0.24707031  0.23144531 -0.08691406 -0.06298828
  0.11962891  0.12597656  0.04248047 -0.11962891  0.10009766 -0.22265625
  0.08007812  0.0279541  -0.04492188  0.00274658 -0.19628906 -0.15234375
  0.05810547 -0.15136719  0.10888672 -0.03320312 -0.10302734  0.17871094
 -0.17089844 -0.04492188 -0.0177002   0.0168457  -0.00915527  0.13378906
 -0.06445312 -0.12207031  0.07080078  0.01525879  0.11962891 -0.20898438
 -0.02453613  0.13769531  0.09570312  0.1796875  -0.01043701 -0.00656128
  0.01806641  0.01916504 -0.05859375 -0.01080322  0.17382812  0.18164062
 -0.11767578  0.14257812  0.09814453 -0.03710938 -0.07958984  0.13769531
 -0.07861328 -0.1484375  -0.13671875 -0.25390625 -0.1640625   0.22558594
  0.17675781  0.07421875  0.19238281  0.23828125  0.01019287 -0.11767578
  0.00296021 -0.01055908 -0.0019989  -0.02294922 -0.06787109  0.0177002
  0.20898438 -0.01745605  0.20507812 -0.08740234 -0.13769531 -0.09228516
  0.32617188 -0.06982422 -0.11376953  0.1328125  -0.0378418  -0.09082031
  0.1171875   0.15625    -0.01367188 -0.17285156 -0.08544922 -0.39257812
 -0.08007812 -0.02502441 -0.15234375  0.1171875  -0.05566406 -0.12597656
 -0.03955078 -0.0534668  -0.11328125  0.02770996 -0.00521851  0.02770996
 -0.22753906 -0.04980469  0.15234375 -0.0703125  -0.05981445  0.05053711
 -0.00273132 -0.01141357  0.08984375  0.16308594  0.33398438  0.23925781
 -0.13964844 -0.20410156 -0.05883789  0.12890625  0.0246582  -0.09667969
 -0.02197266 -0.09423828  0.03515625  0.30859375 -0.00579834  0.00704956
 -0.265625   -0.08935547 -0.04492188 -0.06225586  0.24902344  0.13964844
 -0.140625    0.11035156 -0.07958984 -0.11816406  0.18847656 -0.06884766
  0.06542969  0.22558594 -0.06201172 -0.00193024 -0.10449219 -0.00344849
  0.02539062  0.1015625   0.01226807  0.17285156 -0.15917969  0.30859375
 -0.08300781 -0.00830078 -0.01855469 -0.15917969 -0.19726562 -0.01818848
  0.23632812 -0.07470703 -0.05908203  0.26757812  0.1796875   0.00878906
  0.11816406  0.0088501  -0.03979492 -0.22753906  0.14355469 -0.15527344
 -0.15820312  0.06689453  0.2578125  -0.06689453 -0.12353516 -0.15917969
 -0.08642578 -0.22363281  0.16699219  0.18554688 -0.21582031 -0.04467773
  0.19140625  0.25585938  0.35546875  0.07177734  0.12597656 -0.11816406
 -0.11767578  0.0246582   0.00338745 -0.02490234  0.15136719  0.00497437
 -0.02392578 -0.12597656 -0.09033203  0.07763672  0.08154297 -0.00823975
  0.00848389 -0.22363281 -0.04370117 -0.09570312 -0.04125977 -0.14648438
 -0.07958984  0.13085938 -0.06738281  0.15527344  0.02258301 -0.05786133
  0.03808594 -0.0222168   0.0291748  -0.15625    -0.02880859  0.21679688
  0.15039062  0.0402832  -0.08886719 -0.17773438 -0.13574219 -0.11816406
  0.11572266  0.15039062  0.07324219  0.15917969 -0.16601562  0.14941406
 -0.01287842 -0.08300781  0.09521484 -0.1484375   0.0189209  -0.03466797
  0.06591797 -0.00364685  0.21191406 -0.23144531 -0.0378418  -0.11425781
  0.171875   -0.00157166  0.125      -0.13769531 -0.125      -0.28125
 -0.05297852 -0.08496094 -0.05761719  0.13085938  0.12353516 -0.2578125
  0.01184082 -0.06298828  0.10400391  0.29101562 -0.06591797  0.23339844
 -0.03442383  0.01049805 -0.04370117  0.0201416  -0.12695312  0.13769531
 -0.17285156 -0.04638672  0.125      -0.2109375   0.09277344  0.04736328
 -0.27734375 -0.14453125 -0.19140625 -0.04296875  0.22363281 -0.01391602
 -0.20996094  0.10351562 -0.00185394 -0.27148438  0.18066406  0.07519531
  0.00805664  0.0559082   0.09423828  0.12695312 -0.13378906 -0.07519531
 -0.03369141 -0.05957031 -0.1328125   0.03613281  0.18457031 -0.19921875]"
fifth,"[ 0.22363281 -0.09570312  0.05834961  0.06542969  0.07226562 -0.14550781
 -0.15039062 -0.08251953  0.24414062  0.21972656  0.07763672  0.03100586
  0.06445312  0.16113281  0.08886719  0.02941895  0.02746582 -0.1875
 -0.00238037  0.02636719 -0.02832031  0.01696777 -0.14257812 -0.11132812
  0.03637695 -0.25        0.07128906  0.12890625 -0.04541016  0.12109375
 -0.23535156 -0.02246094  0.01062012  0.07568359  0.03662109 -0.04882812
 -0.10400391 -0.22070312  0.06347656  0.04052734  0.02539062 -0.27148438
 -0.0177002   0.06445312  0.21191406  0.30078125  0.01574707 -0.00296021
  0.05712891  0.01043701 -0.06689453  0.10205078  0.33203125  0.13867188
 -0.08691406  0.12890625 -0.04858398 -0.13671875 -0.11181641 -0.00836182
  0.04052734 -0.09814453 -0.07275391 -0.1953125  -0.27929688  0.19726562
  0.06396484 -0.01330566  0.07373047  0.28710938  0.00442505 -0.0112915
  0.1796875  -0.06030273 -0.04125977 -0.05126953 -0.20214844  0.05712891
  0.11962891 -0.00854492  0.234375   -0.09814453 -0.1328125  -0.07910156
  0.27734375 -0.07128906 -0.26757812  0.21484375  0.01831055 -0.01782227
  0.07714844  0.14746094 -0.08056641 -0.22949219 -0.13964844 -0.19140625
  0.08886719 -0.15820312 -0.27929688  0.08056641 -0.01159668 -0.02246094
 -0.20019531 -0.14648438 -0.06347656  0.12011719 -0.05859375 -0.10351562
 -0.2734375  -0.0456543   0.24609375 -0.08251953 -0.04272461  0.03369141
 -0.00836182  0.14257812  0.10693359  0.15234375  0.27929688  0.24121094
 -0.23339844 -0.09326172 -0.01635742  0.1796875  -0.03320312 -0.2265625
  0.00466919 -0.23242188 -0.02905273  0.26757812 -0.02600098 -0.01281738
 -0.10351562 -0.06591797 -0.0267334  -0.09082031  0.18847656  0.13378906
 -0.05151367  0.17382812 -0.12402344 -0.13867188  0.20898438 -0.13769531
  0.02453613  0.25195312 -0.03027344  0.13671875 -0.05664062 -0.14257812
 -0.08154297  0.05834961  0.05004883  0.09472656 -0.01672363  0.22753906
 -0.09082031 -0.07861328 -0.00260925 -0.19335938 -0.31445312 -0.125
  0.30273438 -0.10302734  0.01745605  0.12792969  0.18164062 -0.02612305
  0.09423828  0.03369141  0.04394531 -0.16308594  0.16503906 -0.09326172
 -0.13671875  0.05664062  0.16796875 -0.18945312 -0.10302734 -0.04272461
 -0.001297   -0.21289062  0.20800781  0.22167969 -0.17382812 -0.04174805
  0.16699219  0.25976562  0.30664062  0.01574707  0.0032959  -0.11328125
 -0.09130859 -0.0291748  -0.03369141 -0.07910156  0.23925781  0.07324219
 -0.01000977 -0.15625    -0.10644531  0.00506592  0.13769531 -0.03063965
 -0.06933594 -0.28710938 -0.10009766 -0.08935547 -0.11035156 -0.20605469
 -0.04589844  0.11328125 -0.11474609 -0.0007782  -0.01330566 -0.08837891
  0.0090332  -0.05151367  0.06884766  0.00346375 -0.06591797  0.15917969
  0.18554688  0.16601562  0.05004883 -0.14648438 -0.02856445 -0.06884766
 -0.02038574  0.08349609 -0.03881836  0.08300781 -0.13085938  0.3359375
  0.0043335  -0.05004883  0.02038574 -0.10644531  0.06103516 -0.18847656
 -0.06933594  0.03417969  0.14257812 -0.265625   -0.00102234 -0.05712891
  0.25976562  0.04467773  0.07226562 -0.22753906 -0.12890625 -0.33984375
 -0.15332031 -0.0559082  -0.10058594  0.15039062  0.02258301 -0.11376953
 -0.06396484 -0.03930664  0.05810547  0.26171875 -0.16699219  0.18652344
  0.16796875  0.04370117  0.08984375  0.06933594 -0.1796875   0.06640625
 -0.15136719  0.02868652  0.05371094 -0.09423828  0.06079102 -0.05102539
 -0.35351562 -0.17285156 -0.12011719  0.00054932  0.21484375 -0.06787109
 -0.10498047  0.22851562 -0.04418945 -0.18847656  0.04101562  0.11669922
  0.03393555  0.07373047  0.03515625  0.00439453 -0.17089844 -0.05200195
 -0.06738281 -0.10302734 -0.29882812  0.00117493  0.07617188 -0.10107422]"
sixth,"[ 2.28515625e-01 -7.08007812e-02  4.12597656e-02  3.58886719e-02
  8.59375000e-02 -1.99218750e-01 -1.88476562e-01 -9.22851562e-02
  1.89453125e-01  2.61718750e-01  1.25000000e-01  4.44335938e-02
  1.64794922e-02  1.69921875e-01  9.81445312e-02 -6.56127930e-03
  4.12597656e-02 -1.79687500e-01  3.68652344e-02  8.97216797e-03
 -3.11279297e-02  5.02929688e-02 -1.24023438e-01 -8.59375000e-02
  1.95312500e-02 -3.45703125e-01  1.18164062e-01  1.78710938e-01
 -1.04980469e-01  4.56542969e-02 -2.42187500e-01 -3.54003906e-02
  6.59179688e-02  1.14257812e-01  1.34887695e-02 -5.27343750e-02
 -4.88281250e-02 -2.59765625e-01  7.81250000e-02  6.10351562e-02
 -4.45556641e-03 -2.98828125e-01 -2.64892578e-02  5.32226562e-02
  1.79687500e-01  3.08593750e-01 -3.95507812e-02 -1.23901367e-02
  1.26953125e-01  6.03027344e-02 -4.32128906e-02  1.09375000e-01
  2.61718750e-01  1.49414062e-01 -2.03857422e-02  1.69921875e-01
 -8.39843750e-02 -1.65039062e-01 -4.15039062e-02  2.71606445e-03
  7.17773438e-02 -1.21582031e-01  1.93786621e-03 -2.06054688e-01
 -3.39843750e-01  2.29492188e-01  8.00781250e-02  3.58886719e-02
  1.07421875e-01  3.33984375e-01 -5.61523438e-02  6.86645508e-03
  1.64062500e-01 -3.36914062e-02 -9.76562500e-02 -5.98144531e-02
 -2.50000000e-01  4.05273438e-02  1.29882812e-01 -2.84423828e-02
  1.77734375e-01 -4.22363281e-02 -1.87500000e-01 -9.42382812e-02
  3.14453125e-01 -1.09863281e-01 -2.12890625e-01  2.39257812e-01
  3.68652344e-02 -2.18505859e-02  1.27929688e-01  1.74804688e-01
 -1.18652344e-01 -2.02148438e-01 -1.03027344e-01 -1.47460938e-01
  8.10546875e-02 -1.43554688e-01 -2.55859375e-01  7.27539062e-02
  1.23023987e-04 -6.28662109e-03 -2.36328125e-01 -1.51367188e-01
 -1.36718750e-01  1.24511719e-01 -4.44335938e-02 -7.51953125e-02
 -3.20312500e-01 -3.56445312e-02  2.03125000e-01 -8.25195312e-02
 -7.95898438e-02  1.70898438e-02 -2.34375000e-02  1.23046875e-01
  1.16699219e-01  1.61132812e-01  2.81250000e-01  2.63671875e-01
 -2.09960938e-01 -1.09863281e-01 -7.66601562e-02  3.10546875e-01
  5.79833984e-03 -3.16406250e-01 -3.68652344e-02 -2.41210938e-01
  3.00292969e-02  3.06640625e-01  4.45556641e-03  9.33837891e-03
 -9.76562500e-02 -1.46484375e-01 -3.41796875e-02 -8.34960938e-02
  1.76757812e-01  8.30078125e-02 -1.08398438e-01  2.12890625e-01
 -1.58203125e-01 -1.28906250e-01  1.66992188e-01 -1.35742188e-01
 -2.62451172e-02  2.39257812e-01 -3.63769531e-02  1.13281250e-01
 -6.44531250e-02 -1.66015625e-01 -1.09375000e-01  3.19824219e-02
  5.59082031e-02  1.71875000e-01  1.51977539e-02  2.59765625e-01
 -4.41894531e-02 -8.00781250e-02 -1.10351562e-01 -1.89453125e-01
 -3.35937500e-01 -1.43554688e-01  3.35937500e-01 -1.20117188e-01
  2.45361328e-02  6.98242188e-02  1.61132812e-01 -6.64062500e-02
  1.27929688e-01  9.61914062e-02  3.02734375e-02 -9.42382812e-02
  1.55273438e-01 -7.42187500e-02 -1.07910156e-01  1.12304688e-01
  1.40625000e-01 -1.95312500e-01 -4.51660156e-02 -2.49023438e-02
 -4.41894531e-02 -1.87500000e-01  2.50000000e-01  1.89453125e-01
 -1.76757812e-01 -2.91748047e-02  1.25976562e-01  2.48046875e-01
  3.33984375e-01  3.97949219e-02  1.69677734e-02 -1.19628906e-01
 -1.19140625e-01 -1.57470703e-02  3.38745117e-03 -4.80957031e-02
  2.81250000e-01  6.15234375e-02 -4.71191406e-02 -1.27929688e-01
 -9.86328125e-02 -4.24804688e-02  1.54296875e-01 -3.34472656e-02
 -2.52685547e-02 -3.20312500e-01 -6.98242188e-02 -4.61425781e-02
 -9.37500000e-02 -1.99218750e-01 -6.83593750e-02  7.76367188e-02
 -1.11328125e-01  7.29560852e-05 -8.30078125e-02 -6.68945312e-02
  4.22363281e-02  4.08935547e-03  1.34765625e-01 -5.63964844e-02
 -7.44628906e-03  1.30859375e-01  2.05078125e-01  1.62109375e-01
  3.17382812e-02 -1.56250000e-01 -2.56347656e-02 -8.05664062e-02
 -6.03027344e-02  8.30078125e-02  2.94189453e-02  8.64257812e-02
 -1.67968750e-01  3.16406250e-01  7.44628906e-03 -4.93164062e-02
  5.71289062e-02 -7.22656250e-02  1.33789062e-01 -2.16796875e-01
 -6.22558594e-02  4.05273438e-02  1.33789062e-01 -3.35937500e-01
  4.15039062e-03  1.19018555e-02  3.08593750e-01  3.22265625e-02
  9.42382812e-02 -2.21679688e-01 -1.25000000e-01 -3.14453125e-01
 -1.40625000e-01 -3.56445312e-02 -1.20117188e-01  1.52343750e-01
  1.47705078e-02 -1.01562500e-01 -3.19824219e-02 -1.22070312e-02
  7.81250000e-02  3.55468750e-01 -1.70898438e-01  1.80664062e-01
  1.75781250e-01  1.97753906e-02  1.03027344e-01  3.07617188e-02
 -1.47460938e-01  6.00585938e-02 -1.76757812e-01  5.71289062e-02
  2.38037109e-02 -4.56542969e-02  6.44531250e-02 -7.76367188e-02
 -2.69531250e-01 -2.26562500e-01 -1.49414062e-01  6.17675781e-02
  2.44140625e-01 -5.34667969e-02 -1.33789062e-01  2.25585938e-01
 -7.91015625e-02 -2.04101562e-01  1.18652344e-01  1.22070312e-01
  3.80859375e-02  8.15429688e-02  2.64892578e-02 -9.27734375e-03
 -1.84570312e-01 -4.29687500e-02 -6.03027344e-02 -6.29882812e-02
 -2.73437500e-01  4.15039062e-03  3.17382812e-02 -5.00488281e-02]"
seventh,"[ 0.22460938 -0.08154297  0.04101562  0.08740234  0.13867188 -0.16503906
 -0.25585938 -0.11767578  0.19628906  0.3046875   0.15917969  0.0255127
 -0.02990723  0.14941406  0.14648438  0.03417969  0.00994873 -0.13476562
  0.06201172  0.02478027  0.0144043   0.06542969 -0.13183594 -0.12109375
  0.05541992 -0.39648438  0.1171875   0.11816406 -0.12353516  0.00610352
 -0.24023438 -0.01092529  0.08984375  0.09423828 -0.0279541  -0.02600098
  0.01190186 -0.24121094  0.09423828  0.01818848 -0.00099945 -0.25976562
 -0.02600098  0.05126953  0.15234375  0.33007812 -0.05200195 -0.03271484
  0.15917969  0.05249023 -0.0703125   0.0859375   0.30664062  0.16796875
 -0.03466797  0.1796875  -0.02392578 -0.18945312 -0.04907227  0.0534668
  0.06445312 -0.14941406  0.046875   -0.16503906 -0.30078125  0.2578125
  0.07421875  0.06396484  0.13574219  0.42773438 -0.05444336  0.00747681
  0.17871094 -0.04980469 -0.078125   -0.09619141 -0.27539062  0.04785156
  0.13964844 -0.02453613  0.1875     -0.00970459 -0.22460938 -0.08105469
  0.33007812 -0.06445312 -0.22167969  0.19628906  0.08251953  0.01574707
  0.16113281  0.18359375 -0.0859375  -0.18945312 -0.09863281 -0.1953125
  0.04052734 -0.19335938 -0.29101562  0.04785156 -0.04052734  0.0267334
 -0.30078125 -0.11425781 -0.07861328  0.10498047 -0.09716797 -0.078125
 -0.3515625  -0.04785156  0.24316406 -0.05908203 -0.0480957   0.02502441
 -0.0111084   0.15429688  0.09912109  0.16210938  0.3125      0.30664062
 -0.21777344 -0.10058594 -0.10302734  0.2734375   0.03417969 -0.32421875
 -0.07519531 -0.23046875  0.00836182  0.2578125   0.01104736  0.01757812
 -0.08642578 -0.14453125 -0.02209473 -0.08984375  0.2265625   0.09667969
 -0.109375    0.16796875 -0.21875    -0.16015625  0.15527344 -0.20605469
  0.01055908  0.30273438 -0.03930664  0.12402344 -0.02441406 -0.16015625
 -0.12402344  0.05151367  0.04223633  0.12109375 -0.01507568  0.26953125
 -0.08398438 -0.10449219 -0.06738281 -0.17285156 -0.33398438 -0.18261719
  0.37304688 -0.1171875   0.03076172  0.07470703  0.15136719 -0.06396484
  0.14453125  0.08789062  0.03417969 -0.1171875   0.1796875  -0.09765625
 -0.13867188  0.13085938  0.17285156 -0.19335938 -0.03588867 -0.0402832
 -0.07470703 -0.16992188  0.30664062  0.21386719 -0.24707031 -0.04345703
  0.15917969  0.24707031  0.31640625  0.10791016  0.03088379 -0.11035156
 -0.12597656  0.05029297  0.00756836 -0.05541992  0.2890625   0.04614258
 -0.03637695 -0.17871094 -0.12890625 -0.10351562  0.14941406 -0.10693359
 -0.0559082  -0.35742188 -0.09472656 -0.03295898 -0.09326172 -0.19921875
 -0.03759766  0.05224609 -0.16796875 -0.01843262 -0.0625     -0.04150391
  0.0625      0.0055542   0.17871094 -0.07958984 -0.03198242  0.17285156
  0.19824219  0.16308594  0.00830078 -0.1953125  -0.05981445 -0.10888672
 -0.06079102  0.08789062  0.00248718  0.03015137 -0.18945312  0.30859375
  0.05517578 -0.02661133 -0.00872803 -0.09375     0.1328125  -0.24902344
 -0.05639648  0.01464844  0.09716797 -0.31640625 -0.01916504  0.03088379
  0.30078125  0.05566406  0.03881836 -0.23632812 -0.17773438 -0.33203125
 -0.13867188 -0.06787109 -0.09179688  0.15527344 -0.01495361 -0.15234375
  0.03710938 -0.00210571  0.03271484  0.38671875 -0.14453125  0.13769531
  0.1796875   0.05151367  0.08935547  0.03295898 -0.11279297  0.02490234
 -0.14160156  0.05273438  0.07763672 -0.01171875  0.06201172 -0.06347656
 -0.30859375 -0.23144531 -0.21777344  0.05273438  0.21289062 -0.05175781
 -0.12597656  0.20703125 -0.03710938 -0.24609375  0.11328125  0.08935547
  0.08789062  0.09130859  0.03271484 -0.06542969 -0.19042969  0.00350952
 -0.05786133 -0.07470703 -0.2890625  -0.0189209   0.01208496 -0.06494141]"
