losshier,accuracyhier,losslin,accuracylin,absence,absence_perc,hierarchical,hierarchical_perc,linear,linear_perc
8.569674224853516,0.4099999964237213,1.648290901184082,0.8100000023841858,41,82.0,0,0.0,40,80.0
7.9685228485934205,0.5,0.3679293103091186,0.8799999952316284,50,100.0,0,0.0,38,76.0
8.204084167480469,0.47999998927116394,1.6632303428649902,0.8399999737739563,48,96.0,0,0.0,36,72.0
8.307348976135254,0.47999998927116394,0.7456648445129395,0.8600000143051147,48,96.0,0,0.0,38,76.0
7.325561122894287,0.49000000953674316,0.5405682797264307,0.8600000143051147,49,98.0,0,0.0,37,74.0
8.780449657440185,0.4699999988079071,0.5867539590597153,0.8899999856948853,47,94.0,0,0.0,42,84.0
9.006532630920411,0.5,0.45276184678069514,0.8899999856948853,50,100.0,0,0.0,39,78.0
7.429545602798462,0.47999998927116394,0.42217243313789365,0.8500000238418579,48,96.0,0,0.0,37,74.0
7.5762460327148435,0.5,0.4361477541923523,0.8700000047683716,50,100.0,0,0.0,37,74.0
9.29119062423706,0.46000000834465027,0.5916585689783096,0.8399999737739563,46,92.0,0,0.0,38,76.0
8.285933074951172,0.49000000953674316,0.5121298285201192,0.8500000238418579,49,98.0,0,0.0,36,72.0
8.484504079818725,0.49000000953674316,0.6094133041985333,0.8600000143051147,49,98.0,0,0.0,37,74.0
8.620424156188966,0.5,0.506640888825059,0.8799999952316284,50,100.0,0,0.0,38,76.0
8.053140449523926,0.5,0.48406469866633417,0.8899999856948853,50,100.0,0,0.0,39,78.0
7.7885990333557125,0.47999998927116394,0.6545710732787847,0.8299999833106995,48,96.0,0,0.0,35,70.0
9.210038528442382,0.49000000953674316,0.37824505209922793,0.9100000262260437,49,98.0,0,0.0,42,84.0
7.681083259582519,0.47999998927116394,0.3094258687645197,0.9100000262260437,48,96.0,0,0.0,43,86.0
7.821005647060229,0.49000000953674316,0.5629627393453848,0.8399999737739563,49,98.0,0,0.0,35,70.0
7.078998737335205,0.44999998807907104,0.5798621618747711,0.8299999833106995,45,90.0,0,0.0,38,76.0
7.41217113494873,0.4699999988079071,0.38942188256420196,0.8799999952316284,47,94.0,0,0.0,41,82.0
7.7377253341674805,0.46000000834465027,0.7030972909927368,0.7900000214576721,46,92.0,0,0.0,33,66.0
8.74339630126953,0.4699999988079071,0.44917967557907107,0.8600000143051147,47,94.0,0,0.0,39,78.0
7.280597724914551,0.47999998927116394,0.5687447563791648,0.8500000238418579,48,96.0,0,0.0,37,74.0
7.768010520935059,0.44999998807907104,0.46157830238342284,0.8700000047683716,45,90.0,0,0.0,42,84.0
7.749361724853515,0.5,0.4598675060272217,0.8899999856948853,50,100.0,0,0.0,39,78.0
7.8001836395263675,0.47999998927116394,0.3924890873581171,0.8600000143051147,48,96.0,0,0.0,38,76.0
7.7530379281763455,0.47999998927116394,0.5527792154077906,0.8899999856948853,48,96.0,0,0.0,41,82.0
7.484512004852295,0.4699999988079071,0.6165981179475785,0.8299999833106995,47,94.0,0,0.0,36,72.0
7.616711578369141,0.49000000953674316,0.7616751923330594,0.8399999737739563,49,98.0,0,0.0,35,70.0
7.564600067138672,0.5,0.7091213965415955,0.8700000047683716,50,100.0,0,0.0,37,74.0
9.484091720581056,0.4399999976158142,1.7784785366058349,0.7900000214576721,44,88.0,0,0.0,35,70.0
8.30790710921865,0.49000000953674316,0.5589642381248996,0.8500000238418579,49,98.0,0,0.0,36,72.0
7.4787078475952145,0.49000000953674316,0.19456669807434082,0.9200000166893005,49,98.0,0,0.0,43,86.0
7.833553962707519,0.5,0.7178597870469093,0.8199999928474426,50,100.0,0,0.0,32,64.0
8.054775619506836,0.49000000953674316,0.4672362953424454,0.8700000047683716,49,98.0,0,0.0,38,76.0
8.070584259033204,0.49000000953674316,0.29247396528720854,0.8799999952316284,49,98.0,0,0.0,39,78.0
7.1912350082397465,0.49000000953674316,0.7390300443663728,0.8399999737739563,49,98.0,0,0.0,35,70.0
8.538728332519531,0.47999998927116394,0.3554923665523529,0.9100000262260437,48,96.0,0,0.0,43,86.0
7.881046600341797,0.47999998927116394,0.4760658386349678,0.8700000047683716,48,96.0,0,0.0,39,78.0
7.581615791320801,0.47999998927116394,0.19020809292793273,0.9399999976158142,48,96.0,0,0.0,46,92.0
9.005516929626465,0.49000000953674316,0.5934142422676086,0.8399999737739563,49,98.0,0,0.0,35,70.0
8.234920387268067,0.49000000953674316,1.1164452928304671,0.8700000047683716,49,98.0,0,0.0,38,76.0
9.135323333740235,0.4699999988079071,0.5362003418113455,0.8600000143051147,47,94.0,0,0.0,39,78.0
7.411290626525879,0.49000000953674316,0.3989573979377747,0.8799999952316284,49,98.0,0,0.0,39,78.0
7.167037048339844,0.49000000953674316,0.4642324043437839,0.8700000047683716,49,98.0,0,0.0,38,76.0
7.679530067443848,0.49000000953674316,0.7242620069533586,0.8100000023841858,49,98.0,0,0.0,32,64.0
8.280036096572877,0.47999998927116394,0.4785904598608613,0.8799999952316284,48,96.0,0,0.0,40,80.0
7.912823867797852,0.49000000953674316,0.6259669709205627,0.8399999737739563,49,98.0,0,0.0,35,70.0
7.918044395446778,0.47999998927116394,0.4746769225224853,0.8600000143051147,48,96.0,0,0.0,38,76.0
8.059214324951173,0.49000000953674316,0.5268248147625126,0.8899999856948853,49,98.0,0,0.0,40,80.0
8.09466724395752,0.49000000953674316,0.31934370830655096,0.9100000262260437,49,98.0,0,0.0,42,84.0
7.797708053588867,0.47999998927116394,0.6344792127609253,0.8399999737739563,48,96.0,0,0.0,36,72.0
