loss,accuracy,absence,absence_perc,hierarchical,hierarchical_perc
4.800201320648194,0.5699999928474426,50,100.0,7,14.000000000000002
3.0807911491394044,0.5199999809265137,50,100.0,2,4.0
3.890676441192627,0.5099999904632568,42,84.0,9,18.0
2.087365593910217,0.5899999737739563,49,98.0,10,20.0
3.753913764953613,0.5199999809265137,27,54.0,25,50.0
3.624751055240631,0.4699999988079071,43,86.0,4,8.0
3.21156662940979,0.5699999928474426,42,84.0,15,30.0
4.563867740631103,0.33000001311302185,21,42.0,12,24.0
2.341665122509003,0.6100000143051147,40,80.0,21,42.0
2.4093750882148743,0.6200000047683716,48,96.0,14,28.000000000000004
2.592678093910217,0.4699999988079071,29,57.99999999999999,18,36.0
3.811135042309761,0.5400000214576721,50,100.0,4,8.0
5.420322054028511,0.5099999904632568,50,100.0,1,2.0
2.3523603820800782,0.5400000214576721,42,84.0,12,24.0
4.531780929565429,0.5,46,92.0,4,8.0
3.3827416610717775,0.6000000238418579,50,100.0,10,20.0
4.016136512756348,0.20999999344348907,17,34.0,4,8.0
3.7718019390106203,0.4300000071525574,19,38.0,24,48.0
3.804160614013672,0.27000001072883606,12,24.0,15,30.0
3.130497570037842,0.5400000214576721,35,70.0,19,38.0
2.7150151920318604,0.6600000262260437,47,94.0,19,38.0
6.451567821502685,0.23999999463558197,10,20.0,14,28.000000000000004
2.7356166410446168,0.5299999713897705,35,70.0,18,36.0
4.011587414741516,0.5299999713897705,48,96.0,5,10.0
4.972178497314453,0.5099999904632568,50,100.0,1,2.0
8.762649765014649,0.10999999940395355,2,4.0,9,18.0
3.7457639884948732,0.5699999928474426,50,100.0,7,14.000000000000002
3.2809089851379394,0.550000011920929,42,84.0,13,26.0
3.0016142082214357,0.6000000238418579,49,98.0,11,22.0
2.873346004486084,0.6100000143051147,49,98.0,12,24.0
4.107244834899903,0.550000011920929,50,100.0,5,10.0
5.857292213439941,0.25,15,30.0,10,20.0
4.614164886474609,0.5,50,100.0,0,0.0
2.29030463218689,0.6299999952316284,47,94.0,16,32.0
5.4887576675415035,0.18000000715255737,8,16.0,10,20.0
1.919280776977539,0.5899999737739563,49,98.0,10,20.0
2.80943416595459,0.5699999928474426,37,74.0,20,40.0
5.119456338882446,0.18000000715255737,3,6.0,15,30.0
2.0489694404602052,0.6499999761581421,50,100.0,15,30.0
4.886307690143585,0.30000001192092896,24,48.0,6,12.0
4.839686031341553,0.5699999928474426,49,98.0,8,16.0
2.386804565284401,0.5600000023841858,46,92.0,10,20.0
3.5135765838623048,0.44999998807907104,35,70.0,10,20.0
2.8367404460906984,0.4399999976158142,22,44.0,22,44.0
5.327511520385742,0.49000000953674316,49,98.0,0,0.0
4.287033386230469,0.1899999976158142,5,10.0,14,28.000000000000004
2.7375808715820313,0.5099999904632568,27,54.0,24,48.0
2.3300708079338075,0.5799999833106995,45,90.0,13,26.0
3.3597095108032224,0.47999998927116394,31,62.0,17,34.0
3.142539744377136,0.36000001430511475,17,34.0,19,38.0
3.272164611816406,0.5400000214576721,50,100.0,4,8.0
2.552309684753418,0.5699999928474426,48,96.0,9,18.0
3.779447202682495,0.5299999713897705,50,100.0,3,6.0
4.676306381225586,0.4000000059604645,35,70.0,5,10.0
2.6168616104125975,0.5199999809265137,37,74.0,15,30.0
1.867501220703125,0.5799999833106995,42,84.0,16,32.0
1.4917103004455567,0.49000000953674316,28,56.00000000000001,21,42.0
2.7946332550048827,0.4399999976158142,23,46.0,21,42.0
3.5164890670776368,0.6299999952316284,49,98.0,14,28.000000000000004
3.5916129612922667,0.5400000214576721,37,74.0,17,34.0
