loss,accuracy,absence,absence_perc,hierarchical,hierarchical_perc
7.427150802612305,0.12999999523162842,0,0.0,13,16.049382716049383
7.827496032714844,0.1599999964237213,0,0.0,16,18.6046511627907
6.489037170410156,0.14000000059604645,0,0.0,14,15.730337078651685
6.2787143325805665,0.11999999731779099,0,0.0,12,14.285714285714285
9.7033060836792,0.18000000715255737,8,40.0,10,12.5
7.16225109577179,0.10000000149011612,1,10.0,9,10.0
6.979371356964111,0.17000000178813934,13,65.0,4,5.0
8.354905700683593,0.07000000029802322,5,35.714285714285715,2,2.3255813953488373
7.69662036895752,0.12999999523162842,2,11.76470588235294,11,13.253012048192772
9.074454793930053,0.20000000298023224,16,59.25925925925925,4,5.47945205479452
5.680461349487305,0.12999999523162842,1,7.142857142857142,12,13.953488372093023
7.107822227478027,0.23000000417232513,0,0.0,23,27.380952380952383
9.158444290161134,0.14000000059604645,0,0.0,14,18.421052631578945
7.323458337783814,0.20000000298023224,0,0.0,20,24.096385542168676
8.358318710327149,0.18000000715255737,11,68.75,7,8.333333333333332
6.8683993530273435,0.1899999976158142,2,14.285714285714285,17,19.767441860465116
5.444218559265137,0.14000000059604645,5,35.714285714285715,9,10.465116279069768
7.345592842102051,0.12999999523162842,1,6.666666666666667,12,14.117647058823529
8.150474414825439,0.15000000596046448,5,35.714285714285715,10,11.627906976744185
8.729565744400025,0.09000000357627869,0,0.0,9,11.39240506329114
9.341382369995117,0.1899999976158142,0,0.0,19,22.61904761904762
4.330230541229248,0.27000001072883606,2,11.76470588235294,25,30.120481927710845
7.119996891021729,0.17000000178813934,0,0.0,17,19.767441860465116
7.137392444610596,0.12999999523162842,0,0.0,13,14.942528735632186
9.289265480041504,0.17000000178813934,0,0.0,17,20.238095238095237
5.43919994354248,0.1599999964237213,3,15.0,13,16.25
10.11556713104248,0.1599999964237213,0,0.0,16,17.97752808988764
6.154400482177734,0.20000000298023224,0,0.0,20,22.22222222222222
9.730454034805298,0.12999999523162842,0,0.0,13,16.455696202531644
7.812609462738037,0.18000000715255737,0,0.0,18,20.224719101123593
10.088630599975586,0.17000000178813934,0,0.0,17,18.88888888888889
6.853578443527222,0.15000000596046448,0,0.0,15,17.857142857142858
6.567972869873047,0.20999999344348907,0,0.0,21,22.82608695652174
7.2381916427612305,0.17000000178813934,0,0.0,17,20.481927710843372
9.46485580444336,0.1599999964237213,0,0.0,16,20.77922077922078
5.385871086120606,0.30000001192092896,6,35.294117647058826,24,28.915662650602407
9.17629783630371,0.14000000059604645,0,0.0,14,15.909090909090908
4.729004058837891,0.23000000417232513,0,0.0,23,25.555555555555554
6.940782794952392,0.2199999988079071,0,0.0,22,26.506024096385545
7.519352874755859,0.20999999344348907,0,0.0,21,23.863636363636363
8.223300971984862,0.10999999940395355,0,0.0,11,13.750000000000002
9.831737823486328,0.14000000059604645,4,36.36363636363637,10,11.235955056179774
5.968859367370605,0.17000000178813934,15,75.0,2,2.5
7.848932704925537,0.14000000059604645,0,0.0,14,16.867469879518072
12.864227256774903,0.1899999976158142,0,0.0,19,21.839080459770116
10.788526954650878,0.17000000178813934,0,0.0,17,20.73170731707317
9.520039272308349,0.15000000596046448,13,76.47058823529412,2,2.4096385542168677
4.627636051177978,0.1599999964237213,0,0.0,16,18.39080459770115
8.3350244140625,0.17000000178813934,0,0.0,17,20.73170731707317
11.36920783996582,0.1899999976158142,0,0.0,19,23.456790123456788
7.0491796875,0.17000000178813934,3,20.0,14,16.470588235294116
9.141246528625489,0.14000000059604645,0,0.0,14,17.28395061728395
6.031830539703369,0.14000000059604645,0,0.0,14,15.909090909090908
7.658037624359131,0.14000000059604645,1,5.263157894736842,13,16.049382716049383
6.853704605102539,0.12999999523162842,0,0.0,13,14.285714285714285
6.736994781494141,0.15000000596046448,1,5.0,14,17.5
7.602717533111572,0.1899999976158142,4,33.33333333333333,15,17.045454545454543
9.135993347167968,0.23000000417232513,3,20.0,20,23.52941176470588
8.627993774414062,0.18000000715255737,0,0.0,18,20.930232558139537
9.34263858795166,0.18000000715255737,0,0.0,18,23.376623376623375
7.8258219242095945,0.20999999344348907,0,0.0,21,24.418604651162788
12.681642951965332,0.17000000178813934,0,0.0,17,21.794871794871796
8.573282661437988,0.1899999976158142,2,9.523809523809524,17,21.518987341772153
6.407824611663818,0.17000000178813934,6,26.08695652173913,11,14.285714285714285
7.816080465316772,0.18000000715255737,2,11.76470588235294,16,19.27710843373494
10.254367752075195,0.17000000178813934,7,63.63636363636363,10,11.235955056179774
9.80290111541748,0.09000000357627869,0,0.0,9,10.344827586206897
5.1347219324111935,0.23999999463558197,2,12.5,22,26.190476190476193
6.087263946533203,0.1899999976158142,0,0.0,19,22.61904761904762
10.285282745361329,0.12999999523162842,2,14.285714285714285,11,12.790697674418606
6.402065734863282,0.2199999988079071,3,18.75,19,22.61904761904762
11.725772171020507,0.18000000715255737,0,0.0,18,21.951219512195124
8.281616554260253,0.15000000596046448,0,0.0,15,17.045454545454543
7.038451404571533,0.18000000715255737,0,0.0,18,21.686746987951807
9.338499946594238,0.12999999523162842,0,0.0,13,15.294117647058824
5.8913601303100585,0.20000000298023224,4,26.666666666666668,16,18.823529411764707
9.440268325805665,0.20000000298023224,3,20.0,17,20.0
5.988384189605713,0.17000000178813934,8,44.44444444444444,9,10.975609756097562
8.022322463989259,0.18000000715255737,0,0.0,18,20.689655172413794
7.515326480865479,0.12999999523162842,0,0.0,13,14.942528735632186
8.66018539428711,0.17000000178813934,12,52.17391304347826,5,6.493506493506493
