run,loss,accuracy,absence,absence_perc,linear,linear_perc,train_size
63,1.0142438650131225,0.699999988079071,39,78.0,31,62.0,100
64,1.8360870838165284,0.7799999713897705,37,74.0,41,82.0,100
65,1.3988024037331344,0.7699999809265137,43,86.0,34,68.0,100
66,0.5783536777505651,0.8399999737739563,42,84.0,42,84.0,100
67,1.0486094498872263,0.7799999713897705,40,80.0,38,76.0,100
68,0.6712701695598662,0.8399999737739563,41,82.0,43,86.0,100
69,1.4031223011016847,0.8100000023841858,43,86.0,38,76.0,100
70,1.8268140077590942,0.7400000095367432,35,70.0,39,78.0,100
71,0.8074844360351563,0.8299999833106995,47,94.0,36,72.0,100
72,0.9584440135955811,0.7799999713897705,39,78.0,39,78.0,100
73,1.0344572353363037,0.8799999952316284,47,94.0,41,82.0,100
74,0.9880920934677124,0.7699999809265137,37,74.0,40,80.0,100
75,0.2651919376850128,0.9200000166893005,47,94.0,45,90.0,100
76,1.1404988688230515,0.7799999713897705,42,84.0,36,72.0,100
77,1.2018106630444527,0.7799999713897705,39,78.0,39,78.0,100
78,1.2422810149192811,0.7599999904632568,46,92.0,30,60.0,100
79,0.6882599027827382,0.8500000238418579,44,88.0,41,82.0,100
80,0.5561625146865845,0.8600000143051147,43,86.0,43,86.0,100
81,0.5061595856398344,0.8299999833106995,42,84.0,41,82.0,100
82,0.7352749633789063,0.8100000023841858,44,88.0,37,74.0,100
83,0.6462954515218735,0.800000011920929,42,84.0,38,76.0,100
84,0.5214719700813294,0.8399999737739563,39,78.0,45,90.0,100
85,0.7038983798399567,0.8500000238418579,44,88.0,41,82.0,100
86,0.9384597396850586,0.8199999928474426,41,82.0,41,82.0,100
87,0.5944975252002769,0.8799999952316284,45,90.0,43,86.0,100
88,0.7719565677642822,0.7900000214576721,37,74.0,42,84.0,100
89,0.6664958333969117,0.8399999737739563,45,90.0,39,78.0,100
90,1.3474858169490471,0.75,43,86.0,32,64.0,100
91,0.9468433386087418,0.7699999809265137,39,78.0,38,76.0,100
92,0.7865840911865234,0.8100000023841858,42,84.0,39,78.0,100
93,0.836617751121521,0.7900000214576721,39,78.0,40,80.0,100
94,0.7309077095985412,0.8100000023841858,41,82.0,40,80.0,100
95,2.186721144914627,0.7300000190734863,37,74.0,36,72.0,100
96,0.5555005931854248,0.8100000023841858,40,80.0,41,82.0,100
97,0.9353610563278199,0.8299999833106995,43,86.0,40,80.0,100
98,0.6336453013680875,0.8799999952316284,46,92.0,42,84.0,100
99,0.6479567050933838,0.8899999856948853,49,98.0,40,80.0,100
100,1.7099247393012047,0.7599999904632568,43,86.0,33,66.0,100
