run,loss,accuracy,absence,absence_perc,linear,linear_perc,train_size
1,1.1921785926818849,0.7400000095367432,41,82.0,33,66.0,100
2,0.5992049796879292,0.8799999952316284,44,88.0,44,88.0,100
3,1.3232479095458984,0.8299999833106995,44,88.0,39,78.0,100
4,1.948583668768406,0.7799999713897705,41,82.0,37,74.0,100
5,0.9373447871208191,0.7900000214576721,41,82.0,38,76.0,100
6,2.1996712677180765,0.7099999785423279,39,78.0,32,64.0,100
7,0.9328460358828307,0.8199999928474426,44,88.0,38,76.0,100
8,0.801422073841095,0.800000011920929,43,86.0,37,74.0,100
9,0.8542358234524727,0.8899999856948853,46,92.0,43,86.0,100
10,0.32408422470092774,0.8999999761581421,45,90.0,45,90.0,100
11,0.6739151620864868,0.8700000047683716,43,86.0,44,88.0,100
12,0.8072658491134643,0.8100000023841858,41,82.0,40,80.0,100
13,0.2959560101106763,0.8700000047683716,44,88.0,43,86.0,100
14,0.6049221404737909,0.8299999833106995,41,82.0,42,84.0,100
15,0.38437709867954256,0.8600000143051147,44,88.0,42,84.0,100
16,0.4814303970336914,0.8899999856948853,42,84.0,47,94.0,100
17,0.48635688176727854,0.8700000047683716,44,88.0,43,86.0,100
18,0.6484500694274903,0.8500000238418579,48,96.0,37,74.0,100
19,1.3621643114089965,0.8299999833106995,38,76.0,45,90.0,100
20,0.40872946217888967,0.8999999761581421,48,96.0,42,84.0,100
21,0.643100871341303,0.8399999737739563,46,92.0,38,76.0,100
22,0.8488167476654053,0.800000011920929,41,82.0,39,78.0,100
23,0.5642267036437988,0.800000011920929,40,80.0,40,80.0,100
24,0.951826339373365,0.8100000023841858,44,88.0,37,74.0,100
25,1.737232870203443,0.7599999904632568,43,86.0,33,66.0,100
26,0.9464599804580212,0.7900000214576721,41,82.0,38,76.0,100
27,0.8389998340606689,0.8199999928474426,40,80.0,42,84.0,100
28,0.5971321034431457,0.8700000047683716,44,88.0,43,86.0,100
29,1.5366902351379395,0.8500000238418579,43,86.0,42,84.0,100
30,1.1206758403778077,0.7599999904632568,41,82.0,35,70.0,100
31,1.5549808309227229,0.7699999809265137,42,84.0,35,70.0,100
32,0.957922945022583,0.8199999928474426,44,88.0,38,76.0,100
33,0.7399213793873787,0.8399999737739563,42,84.0,42,84.0,100
34,0.686179633140564,0.8100000023841858,45,90.0,36,72.0,100
35,0.9173755888640881,0.8100000023841858,45,90.0,36,72.0,100
36,0.7314954951871186,0.8600000143051147,45,90.0,41,82.0,100
37,0.5588619804382324,0.8399999737739563,41,82.0,43,86.0,100
38,0.7107149457931519,0.8600000143051147,47,94.0,39,78.0,100
39,0.9744169378280639,0.7799999713897705,44,88.0,34,68.0,100
40,0.5870252513885498,0.8799999952316284,45,90.0,43,86.0,100
41,0.5196565961837769,0.8700000047683716,43,86.0,44,88.0,100
42,1.0972213328513316,0.800000011920929,43,86.0,37,74.0,100
43,0.8177712738513947,0.8199999928474426,43,86.0,39,78.0,100
44,0.8929537534713745,0.7799999713897705,36,72.0,42,84.0,100
45,0.6013843876123428,0.8500000238418579,44,88.0,41,82.0,100
46,1.9061337852478026,0.800000011920929,42,84.0,38,76.0,100
47,1.3441187167167663,0.7300000190734863,36,72.0,37,74.0,100
48,1.2343602418899535,0.7799999713897705,36,72.0,42,84.0,100
49,1.0569910144805907,0.800000011920929,40,80.0,40,80.0,100
50,0.8596629393100739,0.7599999904632568,39,78.0,37,74.0,100
51,1.166253490447998,0.7900000214576721,42,84.0,37,74.0,100
52,0.45554699420928957,0.8799999952316284,47,94.0,41,82.0,100
53,1.1296076172590255,0.7400000095367432,41,82.0,33,66.0,100
54,0.8907772779464722,0.7699999809265137,39,78.0,38,76.0,100
55,0.9502644097083248,0.800000011920929,43,86.0,37,74.0,100
56,0.5898457300662995,0.8399999737739563,44,88.0,40,80.0,100
57,0.34087841868400576,0.9100000262260437,48,96.0,43,86.0,100
58,1.2338102650642395,0.7900000214576721,40,80.0,39,78.0,100
59,1.5258313298225403,0.7599999904632568,36,72.0,40,80.0,100
60,0.7203437566757203,0.8399999737739563,44,88.0,40,80.0,100
61,0.6510451591014862,0.8600000143051147,47,94.0,39,78.0,100
62,0.7048597574234009,0.8100000023841858,46,92.0,35,70.0,100
