run,loss,accuracy,absence,absence_perc,linear,linear_perc,train_size
39,0.00016722607717383652,1.0,50,100.0,50,100.0,800
40,0.00017957091971766205,1.0,50,100.0,50,100.0,800
41,0.00014787319756578654,1.0,50,100.0,50,100.0,800
42,0.0001779925497248769,1.0,50,100.0,50,100.0,800
43,0.00016872617416083813,1.0,50,100.0,50,100.0,800
44,0.00015448695281520487,1.0,50,100.0,50,100.0,800
45,0.00017744241224136205,1.0,50,100.0,50,100.0,800
46,0.00017923475767020136,1.0,50,100.0,50,100.0,800
47,0.00016825029451865702,1.0,50,100.0,50,100.0,800
48,0.0001642568051465787,1.0,50,100.0,50,100.0,800
49,0.0001655942277284339,1.0,50,100.0,50,100.0,800
50,0.00018027683312539012,1.0,50,100.0,50,100.0,800
51,0.0001969575765542686,1.0,50,100.0,50,100.0,800
52,0.0001656515954528004,1.0,50,100.0,50,100.0,800
53,0.0001459171174792573,1.0,50,100.0,50,100.0,800
54,0.0001603764237370342,1.0,50,100.0,50,100.0,800
55,0.00020843437232542783,1.0,50,100.0,50,100.0,800
56,0.0001707397011341527,1.0,50,100.0,50,100.0,800
57,0.00015973485598806293,1.0,50,100.0,50,100.0,800
58,0.00017171666142530738,1.0,50,100.0,50,100.0,800
59,0.00017062134167645127,1.0,50,100.0,50,100.0,800
60,0.00017084796680137516,1.0,50,100.0,50,100.0,800
61,0.00018040655122604222,1.0,50,100.0,50,100.0,800
62,0.00017545066541060805,1.0,50,100.0,50,100.0,800
63,0.00019123599806334824,1.0,50,100.0,50,100.0,800
64,0.00016745710570830851,1.0,50,100.0,50,100.0,800
65,0.0001609709730837494,1.0,50,100.0,50,100.0,800
66,0.00017139235802460462,1.0,50,100.0,50,100.0,800
67,0.000189142688177526,1.0,50,100.0,50,100.0,800
68,0.00016716985730454324,1.0,50,100.0,50,100.0,800
69,0.0001752928248606622,1.0,50,100.0,50,100.0,800
70,0.0001485555409453809,1.0,50,100.0,50,100.0,800
71,0.00016435594821814447,1.0,50,100.0,50,100.0,800
72,0.0001746406446909532,1.0,50,100.0,50,100.0,800
73,0.0001884892676025629,1.0,50,100.0,50,100.0,800
74,0.00016559715964831412,1.0,50,100.0,50,100.0,800
75,0.00014616553555242716,1.0,50,100.0,50,100.0,800
76,0.00019996774848550557,1.0,50,100.0,50,100.0,800
77,0.00016843839606735855,1.0,50,100.0,50,100.0,800
78,0.00017192650586366653,1.0,50,100.0,50,100.0,800
79,0.00015633087838068605,1.0,50,100.0,50,100.0,800
80,0.00016580744908424095,1.0,50,100.0,50,100.0,800
81,0.00018195431039202958,1.0,50,100.0,50,100.0,800
82,0.0001693888008594513,1.0,50,100.0,50,100.0,800
83,0.0001593724178383127,1.0,50,100.0,50,100.0,800
84,0.00013894023722968996,1.0,50,100.0,50,100.0,800
85,0.0001763597031822428,1.0,50,100.0,50,100.0,800
86,0.00018452465068548917,1.0,50,100.0,50,100.0,800
87,0.00026663063792511823,1.0,50,100.0,50,100.0,800
88,0.00018497058015782387,1.0,50,100.0,50,100.0,800
89,0.0001694586023222655,1.0,50,100.0,50,100.0,800
90,0.00016747903078794479,1.0,50,100.0,50,100.0,800
91,0.00018249455199111252,1.0,50,100.0,50,100.0,800
92,0.0001593215763568878,1.0,50,100.0,50,100.0,800
93,0.00021817907108925282,1.0,50,100.0,50,100.0,800
94,0.0001690799550851807,1.0,50,100.0,50,100.0,800
95,0.0001734785773442127,1.0,50,100.0,50,100.0,800
96,0.00016098962805699557,1.0,50,100.0,50,100.0,800
97,0.00018914784712251276,1.0,50,100.0,50,100.0,800
98,0.0001797696965513751,1.0,50,100.0,50,100.0,800
99,0.00017949972418136894,1.0,50,100.0,50,100.0,800
100,0.00017526666983030736,1.0,50,100.0,50,100.0,800
