run,loss,accuracy,absence,absence_perc,linear,linear_perc,train_size
1,0.00017542673624120652,1.0,50,100.0,50,100.0,1000
2,0.0001499857538146898,1.0,50,100.0,50,100.0,1000
3,0.00019145848113112152,1.0,50,100.0,50,100.0,1000
4,0.00015896272321697325,1.0,50,100.0,50,100.0,1000
5,0.0001748660916928202,1.0,50,100.0,50,100.0,1000
6,0.00014337905100546776,1.0,50,100.0,50,100.0,1000
7,0.00016776374890469013,1.0,50,100.0,50,100.0,1000
8,0.00016933286387939007,1.0,50,100.0,50,100.0,1000
9,0.00014884799486026168,1.0,50,100.0,50,100.0,1000
10,0.0001629117864649743,1.0,50,100.0,50,100.0,1000
11,0.0001389326702337712,1.0,50,100.0,50,100.0,1000
12,0.0001431386056356132,1.0,50,100.0,50,100.0,1000
13,0.00020769774448126555,1.0,50,100.0,50,100.0,1000
14,0.00017835424514487386,1.0,50,100.0,50,100.0,1000
15,0.00015001635358203203,1.0,50,100.0,50,100.0,1000
16,0.00015243637550156565,1.0,50,100.0,50,100.0,1000
17,0.00016221339697949588,1.0,50,100.0,50,100.0,1000
18,0.0001902772468747571,1.0,50,100.0,50,100.0,1000
19,0.00017599826212972403,1.0,50,100.0,50,100.0,1000
20,0.00017518750973977149,1.0,50,100.0,50,100.0,1000
21,0.00014923896931577475,1.0,50,100.0,50,100.0,1000
22,0.00015479935449548067,1.0,50,100.0,50,100.0,1000
23,0.0001717962382826954,1.0,50,100.0,50,100.0,1000
24,0.0001836949528660625,1.0,50,100.0,50,100.0,1000
25,0.0001604805642273277,1.0,50,100.0,50,100.0,1000
26,0.0001554710476193577,1.0,50,100.0,50,100.0,1000
27,0.00017236208135727792,1.0,50,100.0,50,100.0,1000
28,0.00020626012003049254,1.0,50,100.0,50,100.0,1000
29,0.00014950758893974124,1.0,50,100.0,50,100.0,1000
30,0.00016993194236420095,1.0,50,100.0,50,100.0,1000
31,0.0001351835927926004,1.0,50,100.0,50,100.0,1000
32,0.0001631624496076256,1.0,50,100.0,50,100.0,1000
33,0.00019701716548297554,1.0,50,100.0,50,100.0,1000
34,0.00014987230533733965,1.0,50,100.0,50,100.0,1000
35,0.00014092331868596376,1.0,50,100.0,50,100.0,1000
36,0.00016254544549155982,1.0,50,100.0,50,100.0,1000
37,0.00018544093240052461,1.0,50,100.0,50,100.0,1000
38,0.00018290816689841449,1.0,50,100.0,50,100.0,1000
39,0.00013754565152339636,1.0,50,100.0,50,100.0,1000
40,0.00016839961637742817,1.0,50,100.0,50,100.0,1000
41,0.00014310532191302627,1.0,50,100.0,50,100.0,1000
42,0.00014746254659257828,1.0,50,100.0,50,100.0,1000
43,0.0001393476378871128,1.0,50,100.0,50,100.0,1000
44,0.00017194222658872604,1.0,50,100.0,50,100.0,1000
45,0.00017627842025831343,1.0,50,100.0,50,100.0,1000
46,0.000178578476770781,1.0,50,100.0,50,100.0,1000
47,0.00014173026895150542,1.0,50,100.0,50,100.0,1000
48,0.0001620045048184693,1.0,50,100.0,50,100.0,1000
49,0.00016228262858930976,1.0,50,100.0,50,100.0,1000
50,0.00017886252724565565,1.0,50,100.0,50,100.0,1000
51,0.00016403791029006242,1.0,50,100.0,50,100.0,1000
52,0.00014848515624180436,1.0,50,100.0,50,100.0,1000
53,0.00015717707225121558,1.0,50,100.0,50,100.0,1000
54,0.00014745323976967484,1.0,50,100.0,50,100.0,1000
55,0.00017967619700357318,1.0,50,100.0,50,100.0,1000
56,0.00015579077415168286,1.0,50,100.0,50,100.0,1000
57,0.00014330230304040014,1.0,50,100.0,50,100.0,1000
58,0.00014037958928383887,1.0,50,100.0,50,100.0,1000
59,0.00015284997702110558,1.0,50,100.0,50,100.0,1000
60,0.00017225941293872894,1.0,50,100.0,50,100.0,1000
61,0.00016287028673104943,1.0,50,100.0,50,100.0,1000
62,0.00016119070816785096,1.0,50,100.0,50,100.0,1000
63,0.00018471572489943357,1.0,50,100.0,50,100.0,1000
64,0.00014701361767947675,1.0,50,100.0,50,100.0,1000
65,0.00016596974688582123,1.0,50,100.0,50,100.0,1000
66,0.00015070752473548055,1.0,50,100.0,50,100.0,1000
67,0.0001489862403832376,1.0,50,100.0,50,100.0,1000
68,0.00015570390154607595,1.0,50,100.0,50,100.0,1000
69,0.00016329834819771348,1.0,50,100.0,50,100.0,1000
70,0.00015325012034736574,1.0,50,100.0,50,100.0,1000
71,0.00015412526903674006,1.0,50,100.0,50,100.0,1000
72,0.0001641124888556078,1.0,50,100.0,50,100.0,1000
73,0.00015232355683110653,1.0,50,100.0,50,100.0,1000
74,0.0001930242229718715,1.0,50,100.0,50,100.0,1000
75,0.00014674147707410156,1.0,50,100.0,50,100.0,1000
76,0.00014893176557961851,1.0,50,100.0,50,100.0,1000
77,0.00017481365182902664,1.0,50,100.0,50,100.0,1000
78,0.0001613026554696262,1.0,50,100.0,50,100.0,1000
79,0.00017332617193460464,1.0,50,100.0,50,100.0,1000
80,0.00016113082878291607,1.0,50,100.0,50,100.0,1000
81,0.00020130614633671938,1.0,50,100.0,50,100.0,1000
82,0.00014388951065484436,1.0,50,100.0,50,100.0,1000
83,0.00016280812327750026,1.0,50,100.0,50,100.0,1000
84,0.00018536644289270045,1.0,50,100.0,50,100.0,1000
85,0.0001643397903535515,1.0,50,100.0,50,100.0,1000
86,0.00015062437392771244,1.0,50,100.0,50,100.0,1000
87,0.00015739201160613447,1.0,50,100.0,50,100.0,1000
88,0.00017336821299977602,1.0,50,100.0,50,100.0,1000
89,0.00017260147258639337,1.0,50,100.0,50,100.0,1000
90,0.00015079770004376768,1.0,50,100.0,50,100.0,1000
91,0.00014755138952750712,1.0,50,100.0,50,100.0,1000
92,0.0001625396788585931,1.0,50,100.0,50,100.0,1000
93,0.00013759099412709473,1.0,50,100.0,50,100.0,1000
94,0.00016421374282799662,1.0,50,100.0,50,100.0,1000
95,0.00015444906428456308,1.0,50,100.0,50,100.0,1000
96,0.0001569715398363769,1.0,50,100.0,50,100.0,1000
97,0.00015866473666392266,1.0,50,100.0,50,100.0,1000
98,0.0001547500805463642,1.0,50,100.0,50,100.0,1000
99,0.0001736137247644365,1.0,50,100.0,50,100.0,1000
100,0.00016204716404899955,1.0,50,100.0,50,100.0,1000
