run,loss,accuracy,absence,absence_perc,linear,linear_perc,train_size
1,0.00020759761973749847,1.0,50,100.0,50,100.0,900
2,0.0001756982336519286,1.0,50,100.0,50,100.0,900
3,0.00015290209907107056,1.0,50,100.0,50,100.0,900
4,0.0001389516907511279,1.0,50,100.0,50,100.0,900
5,0.0001450308400671929,1.0,50,100.0,50,100.0,900
6,0.00014741819526534528,1.0,50,100.0,50,100.0,900
7,0.0001403458893764764,1.0,50,100.0,50,100.0,900
8,0.00017165737779578194,1.0,50,100.0,50,100.0,900
9,0.00013260335836093873,1.0,50,100.0,50,100.0,900
10,0.0001612215445493348,1.0,50,100.0,50,100.0,900
11,0.00014578877948224545,1.0,50,100.0,50,100.0,900
12,0.00015646100335288792,1.0,50,100.0,50,100.0,900
13,0.00016815837734611704,1.0,50,100.0,50,100.0,900
14,0.00017220756970345974,1.0,50,100.0,50,100.0,900
15,0.00013160493632312863,1.0,50,100.0,50,100.0,900
16,0.0001462467125384137,1.0,50,100.0,50,100.0,900
17,0.00020581405493430794,1.0,50,100.0,50,100.0,900
18,0.000174862211861182,1.0,50,100.0,50,100.0,900
19,0.0001472426822874695,1.0,50,100.0,50,100.0,900
20,0.000157250989577733,1.0,50,100.0,50,100.0,900
21,0.00014463069615885615,1.0,50,100.0,50,100.0,900
22,0.00016108490410260857,1.0,50,100.0,50,100.0,900
23,0.0001781548623694107,1.0,50,100.0,50,100.0,900
24,0.0001624415855621919,1.0,50,100.0,50,100.0,900
25,0.00014478977536782622,1.0,50,100.0,50,100.0,900
26,0.0001774617185583338,1.0,50,100.0,50,100.0,900
27,0.00014611076796427368,1.0,50,100.0,50,100.0,900
28,0.0001374890172155574,1.0,50,100.0,50,100.0,900
29,0.00016964319627732038,1.0,50,100.0,50,100.0,900
30,0.00016758683719672262,1.0,50,100.0,50,100.0,900
31,0.00015680745185818522,1.0,50,100.0,50,100.0,900
32,0.0001453676086384803,1.0,50,100.0,50,100.0,900
33,0.00018112216028384864,1.0,50,100.0,50,100.0,900
34,0.00016268217819742859,1.0,50,100.0,50,100.0,900
35,0.0001646565512055531,1.0,50,100.0,50,100.0,900
36,0.0001605359712266363,1.0,50,100.0,50,100.0,900
37,0.0001515831460710615,1.0,50,100.0,50,100.0,900
38,0.00013490977929905056,1.0,50,100.0,50,100.0,900
39,0.00013303947576787323,1.0,50,100.0,50,100.0,900
40,0.00015934151248075067,1.0,50,100.0,50,100.0,900
41,0.00014231959416065364,1.0,50,100.0,50,100.0,900
42,0.00015357949043391273,1.0,50,100.0,50,100.0,900
43,0.0001469533343333751,1.0,50,100.0,50,100.0,900
44,0.00014187856984790415,1.0,50,100.0,50,100.0,900
45,0.00019830038654617966,1.0,50,100.0,50,100.0,900
46,0.0001475889835273847,1.0,50,100.0,50,100.0,900
47,0.00015972595079801976,1.0,50,100.0,50,100.0,900
