run,loss,accuracy,absence,absence_perc,linear,linear_perc,train_size
80,0.00034188346267910674,1.0,50,100.0,50,100.0,500
81,0.00025046966038644314,1.0,50,100.0,50,100.0,500
82,0.0002343090594513342,1.0,50,100.0,50,100.0,500
83,0.0002773267345037311,1.0,50,100.0,50,100.0,500
84,0.00023905285284854473,1.0,50,100.0,50,100.0,500
85,0.00022749965195544063,1.0,50,100.0,50,100.0,500
86,0.00035685651702806355,1.0,50,100.0,50,100.0,500
87,0.00023683878243900834,1.0,50,100.0,50,100.0,500
88,0.0002704718866152689,1.0,50,100.0,50,100.0,500
89,0.0007872753613628447,1.0,50,100.0,50,100.0,500
90,0.00024171370081603526,1.0,50,100.0,50,100.0,500
91,0.0002144304203102365,1.0,50,100.0,50,100.0,500
92,0.00018736408732365816,1.0,50,100.0,50,100.0,500
93,0.0003049998730421066,1.0,50,100.0,50,100.0,500
94,0.000240169262397103,1.0,50,100.0,50,100.0,500
95,0.00038486616918817165,1.0,50,100.0,50,100.0,500
96,0.0003372274187859148,1.0,50,100.0,50,100.0,500
97,0.00024588720756582913,1.0,50,100.0,50,100.0,500
98,0.0002676545176655054,1.0,50,100.0,50,100.0,500
99,0.00023118543322198093,1.0,50,100.0,50,100.0,500
100,0.00029720050282776354,1.0,50,100.0,50,100.0,500
