run,loss,accuracy,absence,absence_perc,linear,linear_perc,train_size
1,0.0005073117651045322,1.0,50,100.0,50,100.0,400
2,0.0006661737727699801,1.0,50,100.0,50,100.0,400
3,0.00034659196506254376,1.0,50,100.0,50,100.0,400
4,0.00033549573214259,1.0,50,100.0,50,100.0,400
5,0.00031282853451557456,1.0,50,100.0,50,100.0,400
6,0.0030077155068283902,1.0,50,100.0,50,100.0,400
7,0.000394439835799858,1.0,50,100.0,50,100.0,400
8,0.0003570151003077626,1.0,50,100.0,50,100.0,400
9,0.000590180866420269,1.0,50,100.0,50,100.0,400
10,0.0003764121129643172,1.0,50,100.0,50,100.0,400
11,0.0003141131612937897,1.0,50,100.0,50,100.0,400
12,0.00032418040034826846,1.0,50,100.0,50,100.0,400
13,0.0004609790490940213,1.0,50,100.0,50,100.0,400
14,0.0006834881741087884,1.0,50,100.0,50,100.0,400
15,0.0003100845031440258,1.0,50,100.0,50,100.0,400
16,0.00041334566660225394,1.0,50,100.0,50,100.0,400
17,0.00028649656218476593,1.0,50,100.0,50,100.0,400
18,0.00035957194690126924,1.0,50,100.0,50,100.0,400
19,0.00029176479612942787,1.0,50,100.0,50,100.0,400
20,0.0004393049608916044,1.0,50,100.0,50,100.0,400
21,0.00024574009468778966,1.0,50,100.0,50,100.0,400
22,0.0004943940904922784,1.0,50,100.0,50,100.0,400
23,0.0003906218393240124,1.0,50,100.0,50,100.0,400
24,0.00045208481838926673,1.0,50,100.0,50,100.0,400
25,0.0003136015241034329,1.0,50,100.0,50,100.0,400
26,0.0002694992802571505,1.0,50,100.0,50,100.0,400
27,0.0005012048059143126,1.0,50,100.0,50,100.0,400
28,0.0003308043850120157,1.0,50,100.0,50,100.0,400
29,0.006330292590428143,1.0,50,100.0,50,100.0,400
30,0.0004178285226225853,1.0,50,100.0,50,100.0,400
31,0.0004068814171478152,1.0,50,100.0,50,100.0,400
32,0.0003594349231570959,1.0,50,100.0,50,100.0,400
33,0.0002346253313589841,1.0,50,100.0,50,100.0,400
34,0.000454851629328914,1.0,50,100.0,50,100.0,400
35,0.0008502927364315838,1.0,50,100.0,50,100.0,400
36,0.000270386139745824,1.0,50,100.0,50,100.0,400
37,0.0002106112486217171,1.0,50,100.0,50,100.0,400
38,0.006170382462441921,1.0,50,100.0,50,100.0,400
39,0.00034336250042542814,1.0,50,100.0,50,100.0,400
40,0.000341191899497062,1.0,50,100.0,50,100.0,400
41,0.0004071026481688023,1.0,50,100.0,50,100.0,400
42,0.00032168235920835284,1.0,50,100.0,50,100.0,400
43,0.0011235599481733516,1.0,50,100.0,50,100.0,400
44,0.00021111440379172563,1.0,50,100.0,50,100.0,400
45,0.00024372979707550256,1.0,50,100.0,50,100.0,400
46,0.00044662875996436923,1.0,50,100.0,50,100.0,400
47,0.001536029934650287,1.0,50,100.0,50,100.0,400
48,0.00024412721046246588,1.0,50,100.0,50,100.0,400
49,0.0005916174757294357,1.0,50,100.0,50,100.0,400
50,0.0003133055940270424,1.0,50,100.0,50,100.0,400
51,0.00029618313012178986,1.0,50,100.0,50,100.0,400
52,0.0004204633884364739,1.0,50,100.0,50,100.0,400
53,0.000201362750667613,1.0,50,100.0,50,100.0,400
54,0.00030138686648570004,1.0,50,100.0,50,100.0,400
55,0.00029302819515578446,1.0,50,100.0,50,100.0,400
56,0.00040936474106274546,1.0,50,100.0,50,100.0,400
57,0.0002459139845450409,1.0,50,100.0,50,100.0,400
58,0.0004277796077076346,1.0,50,100.0,50,100.0,400
59,0.0004371317074401304,1.0,50,100.0,50,100.0,400
60,0.0004589156695874408,1.0,50,100.0,50,100.0,400
61,0.001015890169655904,1.0,50,100.0,50,100.0,400
62,0.0004741053027100861,1.0,50,100.0,50,100.0,400
63,0.0007898322865366935,1.0,50,100.0,50,100.0,400
64,0.0002952547624590807,1.0,50,100.0,50,100.0,400
65,0.0003100044641178101,1.0,50,100.0,50,100.0,400
66,0.0003720442036865279,1.0,50,100.0,50,100.0,400
67,0.0006112921761814504,1.0,50,100.0,50,100.0,400
68,0.0003063278330955654,1.0,50,100.0,50,100.0,400
69,0.0006822768901474774,1.0,50,100.0,50,100.0,400
70,0.02430863338697236,0.9800000190734863,50,100.0,48,96.0,400
71,0.0009540653089061379,1.0,50,100.0,50,100.0,400
72,0.0005974290717858822,1.0,50,100.0,50,100.0,400
73,0.00038188168313354256,1.0,50,100.0,50,100.0,400
74,0.00039397353189997376,1.0,50,100.0,50,100.0,400
75,0.001153120035887696,1.0,50,100.0,50,100.0,400
76,0.00040516374399885536,1.0,50,100.0,50,100.0,400
77,0.0003190339950378984,1.0,50,100.0,50,100.0,400
78,0.00039463199093006554,1.0,50,100.0,50,100.0,400
79,0.00034297247999347746,1.0,50,100.0,50,100.0,400
80,0.0006399851554306224,1.0,50,100.0,50,100.0,400
81,0.000461138027603738,1.0,50,100.0,50,100.0,400
82,0.00036325399531051517,1.0,50,100.0,50,100.0,400
83,0.0021703916636761278,1.0,50,100.0,50,100.0,400
84,0.001209646543720737,1.0,50,100.0,50,100.0,400
85,0.001057258362416178,1.0,50,100.0,50,100.0,400
86,0.0002956047421321273,1.0,50,100.0,50,100.0,400
